"Document","ID_chaine","Cluster","Enchaînement_nature","Annotation_corpus","Mots_contexte"
"FR100883","c1","Classe 3","(Pro,1)-(Poss,1)-(SN∅,1)-(SNposs,1)-(Poss,1)","Non annoté -> Non annoté -> ACTOR (PATIENT) -> ACTOR (PATIENT) -> Non annoté","qui, son, Notre patient, Notre patient, sa"
"FR100883","c6","Classe 3","(SNdef,2)","BODYPART -> BODYPART","la cloison nasale de la narine droite, la cloison nasale de la narine droite"
"FR100894","c1","Classe 3","(Pro,3)","ACTOR (H-PROFESSIONAL) -> ACTOR (H-PROFESSIONAL) -> ACTOR (H-PROFESSIONAL)","Nous, Nous, Nous"
"FR100894","c3","Classe 4","(SNind,1)-(SNdef,1)-(Poss,1)-(Pro,1)-(SNdef,3)-(Poss,1)-(SNdef,2)-(Poss,1)-(Pro,1)-(SNdef,2)-(Poss,1)-(SNdef,1)","ACTOR (PATIENT) -> ACTOR (PATIENT) -> Non annoté -> ACTOR (PATIENT) -> ACTOR (PATIENT) -> ACTOR (PATIENT) -> ACTOR (PATIENT) -> BODYPART -> ACTOR (PATIENT) -> ACTOR (PATIENT) -> Non annoté -> ACTOR (PATIENT) -> ACTOR (PATIENT) -> ACTOR (PATIENT) -> Non annoté -> ACTOR (PATIENT)","Le patient, Le patient, son, Il, Le patient, Le patient, Le patient, sa jonction musculo-tendineuse, Le patient, Le patient, son, Il, Le patient, Le patient, son, Le patient"
"FR100894","c7","Classe 1","(SNposs,1)-(SNdef,1)","EVENT -> EVENT","combat, combat"
"FR100894","c10","Classe 3","(SNdef,2)","BODYPART -> BODYPART","Le mollet, Le mollet"
"FR100894","c17","Classe 3","(SNdef,2)","BODYPART -> BODYPART","Le genou, Le genou"
"FR100894","c23","Classe 2","(SNind,1)-(Np,1)-(Pro,1)-(SNdef,1)","EVENT -> EVENT -> Non annoté -> EVENT","imagerie, IRM, qui, IRM"
"FR100894","c26","Classe 1","(SNind,2)","EVENT -> EVENT","désinsertion, désinsertion"
"FR100894","c29","Classe 1","(SNposs,1)-(SNdef,2)-(SNposs,1)","CLINENTITY -> CLINENTITY -> CLINENTITY -> CLINENTITY","désinsertion du gastrocnémien médial de la jonction musculo-tendineuse, désinsertion du gastrocnémien médial de la jonction musculo-tendineuse, désinsertion du gastrocnémien médial de la jonction musculo-tendineuse, désinsertion du gastrocnémien médial de la jonction musculo-tendineuse"
"FR100894","c38","Classe 3","(SNdef,5)","BODYPART -> BODYPART -> BODYPART -> BODYPART -> BODYPART","La jambe, La jambe, La jambe, La jambe, La jambe"
"FR100894","c40","Classe 3","(SNdef,2)","EVENT -> EVENT","palpation, palpation"
"FR100894","c63","Classe 3","(SNdef,1)-(Pro,1)","EVENT -> Non annoté","diagnostic, celui"
"FR100894","c65","Classe 3","(SNdef,4)","BODYPART -> BODYPART -> BODYPART -> BODYPART","Le chef médial du muscle gastrocnémien gauche, Le chef médial du muscle gastrocnémien gauche, Le chef médial du muscle gastrocnémien gauche, Le chef médial du muscle gastrocnémien gauche"
"FR100894","c69","Classe 1","(SNind,1)-(SNdef,1)","EVENT -> EVENT","incision, incision"
"FR100894","c73","Classe 1","(SNind,1)-(SNdef,1)","EVENT/CLINENTITY -> EVENT/CLINENTITY","hématome, hématome"
"FR100894","c76","Classe 1","(SNdef,1)-(Poss,1)","BODYPART -> BODYPART","Le chef médial du muscle gastrocnémien gauche, sa jonction musculo-tendineuse"
"FR100894","c85","Classe 2","(SNnum,2)","TIMEX3 -> TIMEX3","3 semaines, 3 semaines"
"FR100903","c1","Classe 2","(SN∅,1)-(SNdef,1)","ACTOR (PATIENT) -> ACTOR (PATIENT)","Patiente de 24 ans, Patiente de 24 ans"
"FR100903","c14","Classe 3","(SNdef,3)","BODYPART -> BODYPART -> BODYPART","Les deux poumons, Les deux poumons, Les deux poumons"
"FR100903","c15","Classe 1","(SNind,1)-(SNdef,1)","CLINENTITY -> CLINENTITY","cœur hypoplasique, cœur hypoplasique"
"FR100903","c16","Classe 2","(SNind,1)-(SN∅,1)-(Pro,1)-(SNind,1)","EVENT/CLINENTITY -> EVENT/CLINENTITY -> Non annoté -> EVENT/CLINENTITY","ascite, ascite, qui, ascite"
"FR100903","c17","Classe 1","(SNind,2)","EVENT/CLINENTITY -> EVENT/CLINENTITY","oligoamnios, oligoamnios"
"FR100903","c44","Classe 3","(SNdef,2)","Non annoté -> CLINENTITY","niveau, abdomen distendu"
"FR100903","c48","Classe 1","(SNdef,1)-(SNind,1)","BODYPART -> BODYPART","la poche gastrique, la poche gastrique"
"FR100903","c50","Classe 1","(SNdef,1)-(SNind,1)","BODYPART -> BODYPART","Le rein gauche, Le rein gauche"
"FR100903","c51","Classe 2","(SNdef,1)-(SN∅,1)","BODYPART -> BODYPART","Le rein gauche, Le rein gauche"
"FR100903","c49","Classe 3","(SNdef,1)-(Pro,1)","BODYPART -> Non annoté","Le rein gauche, ils"
"FR100903","c54","Classe 1","(SNdef,1)-(SNind,1)","BODYPART -> BODYPART","la vessie, la vessie"
"FR100903","c62","Classe 3","(SNdef,1)-(Pro,1)-(SNdef,1)","BODYPART -> Non annoté -> BODYPART","des deux diaphragmes, ceux-ci, des deux diaphragmes"
"FR100903","c68","Classe 1","(SNind,1)-(Pro,1)","EVENT -> Non annoté","IRM, qui"
"FR100903","c70","Classe 1","(SNind,1)-(SNdef,1)","EVENT -> EVENT","syndrome, syndrome"
"FR100903","c77","Classe 1","(SNind,2)","EVENT -> EVENT","hydrops, hydrops"
"FR100903","c113","Classe 1","(SNind,1)-(Pro,1)","EVENT -> Non annoté","accouchement, qui"
"FR100903","c115","Classe 1","(SNind,1)-(SNdef,1)","ACTOR (PATIENT) -> ACTOR (PATIENT)","Le nouveau-né, Le nouveau-né"
"FR100919","c3","Classe 1","(SNind,1)-(Pro,2)-(SNdef,1)","ACTOR (PATIENT) -> Non annoté -> Non annoté -> ACTOR (PATIENT)","La patiente, qui, dont, La patiente"
"FR100919","c2","Classe 2","(SNdef,1)-(SNdem,1)","EVENT -> EVENT","cas, cas"
"FR100919","c4","Classe 1","(SNdem,1)-(SNdef,1)","EVENT -> EVENT","signes, signes"
"FR100919","c9","Classe 2","(SN∅,2)","CLINENTITY -> CLINENTITY","carence en vitamine B12, carence en vitamine B12"
"FR100919","c8","Classe 3","(SN∅,1)-(SNdef,2)-(Poss,1)","EVENT -> CLINENTITY -> EVENT -> Non annoté","carence, avitaminose, déficience, son"
"FR100919","c24","Classe 3","(SNdef,1)-(Pro,1)","EVENT -> Non annoté","rôle, que"
"FR100921","c4","Classe 1","(SNind,1)-(SNdef,1)","EVENT -> EVENT","douleur, douleur"
"FR100921","c9","Classe 2","(SNind,1)-(Np,1)-(Pro,1)","EVENT -> EVENT -> Non annoté","imagerie, IRM, qui"
"FR100921","c10","Classe 1","(SNind,1)-(SNdef,1)","EVENT/CLINENTITY -> CLINENTITY","masse, tumeur"
"FR100921","c13","Classe 1","(SNind,1)-(SNdem,1)","EVENT -> EVENT","exérèse, exérèse"
"FR100925","c1","Classe 2","(SN∅,1)-(SNdef,1)","ACTOR (PATIENT) -> ACTOR (PATIENT)","La patiente, La patiente"
"FR100925","c7","Classe 2","(SN∅,1)-(SNdef,1)","EVENT -> EVENT","ictère, ictère"
"FR100925","c10","Classe 3","(SNdef,2)","RML -> RML","23 la normale, 23 la normale"
"FR100925","c21","Classe 2","(SN∅,2)","CLINENTITY -> CLINENTITY","infection à EBV, infection à EBV"
"FR100925","c30","Classe 1","(SNind,2)","EVENT -> EVENT/CLINENTITY","hépatite, HAI"
"FR100930","c1","Classe 3","(Pro,1)-(Poss,2)","ACTOR (H-PROFESSIONAL) -> ACTOR (PATIENT) -> ACTOR (PATIENT)","Nous, Notre patient, Notre patient"
"FR100930","c3","Classe 1","(SNind,1)-(SNposs,1)","ACTOR (PATIENT) -> ACTOR (PATIENT)","un enfant de 12 ans, Notre patient"
"FR100932","c3","Classe 1","(SNind,1)-(Pro,3)-(SNdef,1)","ACTOR (PATIENT) -> Non annoté -> ACTOR (PATIENT) -> ACTOR (PATIENT) -> ACTOR (PATIENT)","la patiente, qui, Elle, Elle, la patiente"
"FR100932","c6","Classe 1","(SNind,2)","EVENT/CLINENTITY -> EVENT/CLINENTITY","pott, pott"
"FR100932","c7","Classe 2","(SN∅,1)-(SNdef,1)","EVENT -> EVENT","TDM, tomodensitométrie"
"FR100932","c8","Classe 3","(SNdef,3)","BODYPART -> BODYPART -> BODYPART","du rachis, du rachis, du rachis"
"FR100932","c9","Classe 3","(SN∅,1)-(SNdef,2)","EVENT -> EVENT -> EVENT","traitement, traitement, traitement"
"FR100932","c12","Classe 2","(SN∅,1)-(SNdef,1)","EVENT -> EVENT","compression, compression"
"FR100932","c15","Classe 2","(SNind,1)-(SN∅,1)","EVENT -> EVENT","imagerie, IRM"
"FR100932","c17","Classe 2","(SN∅,1)-(SNdef,1)-(SNind,1)","EVENT/CLINENTITY -> EVENT/CLINENTITY -> EVENT/CLINENTITY","abcès, abcès, abcès"
"FR100944","c3","Classe 1","(SNind,1)-(Pro,1)-(SNdef,1)","ACTOR (PATIENT) -> Non annoté -> ACTOR (PATIENT)","un jeune homme de 26 ans, qui, Le patient"
"FR100944","c11","Classe 2","(SNdef,1)-(Np,1)","EVENT -> Non annoté","échocardiographique, ETT"
"FR100944","c13","Classe 2","(SNdef,1)-(SNdem,1)","EVENT -> EVENT","végétations, complication"
"FR100946","c1","Classe 1","(Pro,1)-(SNind,2)-(SNdef,1)-(Pro,1)","Non annoté -> ACTOR (PATIENT) -> ACTOR (PATIENT) -> ACTOR (PATIENT) -> ACTOR (PATIENT)","qui, La patiente, La patiente, La patiente, Elle"
"FR100946","c7","Classe 2","(SN∅,1)-(SNdef,1)","EVENT -> EVENT","crises, crises"
"FR100946","c27","Classe 1","(SNind,1)-(Pro,1)","EVENT -> ACTOR (PATIENT)","lésion, Elle"
"FR100946","c47","Classe 3","(SNind,1)-(SNdef,1)-(Pro,2)","EVENT -> EVENT -> Non annoté -> Non annoté","tuberculome, tuberculome, Il, Il"
"FR100946","c56","Classe 3","(SNdef,1)-(Pro,1)","EVENT -> Non annoté","polymorphisme, qu'"
"FR100959","c2","Classe 3","(SN∅,1)-(SNdef,3)","EVENT -> EVENT -> EVENT -> EVENT","fistule, orifice, orifice, fistule"
"FR100959","c4","Classe 1","(SNind,2)-(SNdef,1)","EVENT -> EVENT -> EVENT","corps, corps, corps"
"FR100959","c3","Classe 3","(SNdef,2)","EVENT -> EVENT","ingestion, ingestion"
"FR100959","c5","Classe 3","(Pro,1)-(Poss,1)","ACTOR (H-PROFESSIONAL) -> Non annoté","nous, notre"
"FR100959","c18","Classe 2","(SNdef,1)-(SN∅,1)","EVENT -> EVENT","Transit, TOGD"
"FR100959","c23","Classe 1","(SNdef,1)-(SNind,1)","EVENT -> EVENT","traitement, alternative"
"FR100960","c3","Classe 1","(SNind,1)-(Pro,1)-(Poss,1)","ACTOR (PATIENT) -> Non annoté -> Non annoté","un patient de 56 ans, qui, sa"
"FR100960","c12","Classe 2","(SN∅,1)-(SNind,1)","CLINENTITY -> CLINENTITY","pseudo myxome péritonéal, pseudo myxome péritonéal"
"FR100960","c11","Classe 1","(SNind,1)-(SNdef,1)","EVENT -> EVENT","récidive, récidive"
"FR100960","c13","Classe 2","(SN∅,1)-(SNdef,1)","EVENT -> EVENT","lésions, lésions"
"FR100971","c1","Classe 3","(Pro,2)","ACTOR (H-PROFESSIONAL) -> ACTOR (H-PROFESSIONAL)","Nous, Nous"
"FR100971","c3","Classe 3","(SNind,1)-(Pro,1)-(SNind,1)-(Pro,1)","EVENT -> Non annoté -> EVENT -> Non annoté","rupture, C', urgence, dont"
"FR100971","c7","Classe 2","(SN∅,1)-(SNdef,1)","EVENT -> EVENT","prise, prise"
"FR100979","c4","Classe 3","(SNdef,2)","BODYPART -> BODYPART","du tronc cérébral, du tronc cérébral"
"FR100979","c3","Classe 1","(SNind,2)","EVENT -> EVENT","accident, accident"
"FR100979","c5","Classe 1","(SNind,1)-(Poss,1)","ACTOR (PATIENT) -> Non annoté","une patiente de 21 ans, son"
"FR100979","c15","Classe 1","(SNdef,1)-(SNind,1)","EVENT -> EVENT","hémorragie, complication"
"FR100986","c1","Classe 3","(Pro,1)-(Poss,1)","ACTOR (H-PROFESSIONAL) -> Non annoté","Nous, Notre"
"FR100986","c2","Classe 1","(SNdef,1)-(SNposs,1)","Non annoté -> EVENT","cas, observation"
"FR100986","c14","Classe 2","(SNind,1)-(Np,1)","EVENT -> EVENT","prothèse, PTH"
"FR100994","c4","Classe 1","(SNind,2)-(SNdef,1)","ACTOR (PATIENT) -> ACTOR (PATIENT) -> ACTOR (PATIENT)","un homme, un homme, le patient"
"FR100994","c6","Classe 3","(SNdef,2)","CLINENTITY -> CLINENTITY","cancer du rectum, cancer du rectum"
"FR100994","c5","Classe 1","(SNind,3)","EVENT -> EVENT -> EVENT","cancer, cancer, cancer"
"FR100994","c7","Classe 1","(SNind,2)","EVENT -> EVENT","métastase, processus"
"FR100994","c3","Classe 1","(SNind,1)-(SNposs,1)-(SNdem,1)","EVENT -> EVENT -> EVENT","observation, observation, observation"
"FR100994","c2","Classe 1","(SNdef,1)-(SNind,1)-(Pro,1)","EVENT -> EVENT -> Non annoté","cas, cas, qui"
"FR100994","c16","Classe 1","(SNind,2)","EVENT -> EVENT","métastase, métastase"
"FR100996","c3","Classe 2","(SN∅,2)","EVENT -> EVENT","hernie, hernie"
"FR100996","c4","Classe 1","(SNind,1)-(Pro,2)-(SNind,1)","ACTOR (PATIENT) -> Non annoté -> ACTOR (PATIENT) -> ACTOR (PATIENT)","une femme de 86 ans, dont, Elle, une patiente fébrile"
"FR100996","c7","Classe 3","(SNdef,2)","EVENT -> EVENT","tomodensitométrie, tomodensitométrie"
"FR100996","c10","Classe 3","(SNdef,3)","CLINENTITY -> CLINENTITY -> CLINENTITY","douleurs de la fosse iliaque, douleurs de la fosse iliaque, douleurs de la fosse iliaque"
"FR100996","c20","Classe 1","(SNind,1)-(Pro,1)","EVENT -> Non annoté","sac, Il"
"FR100996","c21","Classe 1","(SNind,1)-(SNdef,1)","EVENT -> EVENT","collet, collet"
"FR100996","c24","Classe 1","(SNind,1)-(SNdef,1)","EVENT -> EVENT","anse, anse"
"FR100998","c5","Classe 2","(Np,1)-(SNdef,1)-(SNdem,1)","EVENT/CLINENTITY -> EVENT -> EVENT","VUH, vascularite, atteinte"
"FR100998","c3","Classe 1","(SNind,1)-(SNdef,1)-(Pro,1)-(SNdef,1)","ACTOR (PATIENT) -> ACTOR (PATIENT) -> ACTOR (PATIENT) -> ACTOR (PATIENT)","La patiente, La patiente, elle, La patiente"
"FR101000","c3","Classe 3","(SNdef,2)","BODYPART -> BODYPART","des voies biliaires, des voies biliaires"
"FR101000","c5","Classe 3","(SNdef,2)-(Pro,1)-(Poss,1)","EVENT -> Non annoté -> Non annoté -> Non annoté","bili-IRM, l' examen de choix, Elle, Son"
"FR101000","c10","Classe 3","(SNdef,1)-(Pro,1)","EVENT -> Non annoté","échographie, cette dernière"
"FR101000","c11","Classe 1","(SNind,1)-(SNdef,1)","EVENT -> EVENT","obstruction, obstructions"
