doc,entité,type_temporalite,coref,mention_id,longueur_chaine,chaine_complete
FR100845,patiente,ACTOR,Détecté,c1,5,"patiente, patiente, patiente, patiente, patiente"
FR100845,règle,Non annoté,Détecté,c10,1,règle
FR100845,gynécologue,Non annoté,Détecté,c11,1,gynécologue
FR100845,échographie,EVENT,Détecté,c12,1,échographie
FR100845,SA,Non annoté,Détecté,c13,1,SA
FR100845,diagnostic,EVENT,Détecté,c14,2,"diagnostic, diagnostic"
FR100845,jumeaux,EVENT,Détecté,c15,2,"jumeaux, jumeaux"
FR100845,patiente,ACTOR,Détecté,c16,1,patiente
FR100845,Consulte,EVENT,Détecté,c17,1,Consulte
FR100845,urgence,Non annoté,Détecté,c18,1,urgence
FR100845,début,EVENT,Détecté,c19,1,début
FR100845,ans,Non annoté,Détecté,c2,1,ans
FR100845,travail,Non annoté,Détecté,c20,1,travail
FR100845,examen,EVENT,Détecté,c21,1,examen
FR100845,admission,Non annoté,Détecté,c22,1,admission
FR100845,examen,EVENT,Détecté,c23,1,examen
FR100845,hauteur,EVENT,Détecté,c24,1,hauteur
FR100845,cm,Non annoté,Détecté,c25,1,cm
FR100845,BCF,EVENT,Détecté,c26,1,BCF
FR100845,foyer,Non annoté,Détecté,c27,1,foyer
FR100845,battements,Non annoté,Détecté,c28,1,battements
FR100845,min,Non annoté,Détecté,c29,1,min
FR100845,antécédents,EVENT,Détecté,c3,1,antécédents
FR100845,contractions,EVENT,Détecté,c30,1,contractions
FR100845,spéculum,EVENT,Détecté,c31,1,spéculum
FR100845,col,BODYPART,Détecté,c32,1,col
FR100845,métrorragie,CLINENTITY,Détecté,c33,1,métrorragie
FR100845,métrorragie,EVENT,Détecté,c33,1,métrorragie
FR100845,hydrorrhée,CLINENTITY,Détecté,c34,1,hydrorrhée
FR100845,hydrorrhée,EVENT,Détecté,c34,1,hydrorrhée
FR100845,toucher,EVENT,Détecté,c35,1,toucher
FR100845,col,BODYPART,Détecté,c36,1,col
FR100845,doigt,Non annoté,Détecté,c37,1,doigt
FR100845,échographie,EVENT,Détecté,c38,1,échographie
FR100845,grossesse,EVENT,Détecté,c39,1,grossesse
FR100845,notion,EVENT,Détecté,c4,1,notion
FR100845,fusion,EVENT,Détecté,c40,1,fusion
FR100845,rachis,Non annoté,Détecté,c41,2,"rachis, rachis"
FR100845,niveau,Non annoté,Détecté,c42,2,"niveau, niveau"
FR100845,présence,EVENT,Détecté,c43,1,présence
FR100845,cœur,Non annoté,Détecté,c44,1,cœur
FR100845,nombre,EVENT,Détecté,c45,1,nombre
FR100845,membres,Non annoté,Détecté,c46,1,membres
FR100845,aspect,EVENT,Détecté,c47,1,aspect
FR100845,radiographie,EVENT,Détecté,c48,1,radiographie
FR100845,contenu,Non annoté,Détecté,c49,1,contenu
FR100845,consanguinité,CLINENTITY,Détecté,c5,1,consanguinité
FR100845,têtes,Non annoté,Détecté,c50,1,têtes
FR100845,région,Non annoté,Détecté,c51,1,région
FR100845,pronostic,Non annoté,Détecté,c52,1,pronostic
FR100845,accouchement,Non annoté,Détecté,c53,1,accouchement
FR100845,pronostic,Non annoté,Détecté,c54,1,pronostic
FR100845,décision,EVENT,Détecté,c55,1,décision
FR100845,césarisée,EVENT,Détecté,c56,1,césarisée
FR100845,extraction,EVENT,Détecté,c57,1,extraction
FR100845,ème,Non annoté,Détecté,c58,1,ème
FR100845,extension,EVENT,Détecté,c59,1,extension
FR100845,G1P0,EVENT,Détecté,c6,1,G1P0
FR100845,Apgar,EVENT,Détecté,c60,1,Apgar
FR100845,minute,Non annoté,Détecté,c61,1,minute
FR100845,dixième,Non annoté,Détecté,c62,1,dixième
FR100845,dixième,Non annoté,Détecté,c63,1,dixième
FR100845,minutes,Non annoté,Détecté,c64,1,minutes
FR100845,le,Non annoté,Détecté,c65,2,"poids, le"
FR100845,poids,EVENT,Détecté,c65,2,"poids, le"
FR100845,3300g,Non annoté,Détecté,c66,1,3300g
FR100845,examen,EVENT,Détecté,c67,1,examen
FR100845,anomalies,EVENT,Détecté,c68,1,anomalies
FR100845,artères,Non annoté,Détecté,c69,1,artères
FR100845,Grossesse,EVENT,Détecté,c7,1,Grossesse
FR100845,veine,Non annoté,Détecté,c70,1,veine
FR100845,jumeaux,EVENT,Détecté,c71,2,"jumeaux, jumeaux"
FR100845,dont,Non annoté,Détecté,c72,2,"pédiatres, dont"
FR100845,pédiatres,Non annoté,Détecté,c72,2,"pédiatres, dont"
FR100845,examen,EVENT,Détecté,c73,1,examen
FR100845,ectopie,EVENT,Détecté,c74,1,ectopie
FR100845,trachées,Non annoté,Détecté,c75,1,trachées
FR100845,trachées,Non annoté,Détecté,c76,2,"trachées, trachées"
FR100845,œsophages,Non annoté,Détecté,c77,1,œsophages
FR100845,malformation,CLINENTITY,Détecté,c78,1,malformation
FR100845,malformation,EVENT,Détecté,c78,1,malformation
FR100845,détresse,EVENT,Détecté,c79,1,détresse
FR100845,SA,Non annoté,Détecté,c8,1,SA
FR100845,niveau,Non annoté,Détecté,c80,1,niveau
FR100845,échec,EVENT,Détecté,c81,1,échec
FR100845,mesures,Non annoté,Détecté,c82,1,mesures
FR100845,réanimation,Non annoté,Détecté,c83,1,réanimation
FR100845,H,Non annoté,Détecté,c84,1,H
FR100845,vie,Non annoté,Détecté,c85,1,vie
FR100845,date,EVENT,Détecté,c9,1,date
FR100849,200 mg/l.,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,20000 par millimètre cube,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,29,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,90 battements/min,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,Admis,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,IMC,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,Un homme de 45 ans,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,abcès,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,abcès,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,abcédé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,abcédé,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,acheminé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,appendagite épiploïque,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,colmaté,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,des globules blancs,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,découverte,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,fébrile,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,j+3,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,l'epiploon,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,masse palpable,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,objectivant,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,particularité,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,peropératoire,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,simples,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,trouvé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,une frange du colon transverse,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100849,Patient,ACTOR,Détecté,c1,4,"homme, patient, Patient, patient"
FR100849,homme,Non annoté,Détecté,c1,4,"homme, patient, Patient, patient"
FR100849,patient,ACTOR,Détecté,c1,4,"homme, patient, Patient, patient"
FR100849,défense,EVENT,Détecté,c10,1,défense
FR100849,masse,CLINENTITY,Détecté,c11,2,"masse, masse"
FR100849,reste,EVENT,Détecté,c12,1,reste
FR100849,examen,EVENT,Détecté,c13,1,examen
FR100849,globules,Non annoté,Détecté,c14,1,globules
FR100849,millimètre,Non annoté,Détecté,c15,1,millimètre
FR100849,CRP,EVENT,Détecté,c16,1,CRP
FR100849,mg/l,Non annoté,Détecté,c17,1,mg/l
FR100849,TDM,EVENT,Détecté,c18,2,"tomodensitométrie, TDM"
FR100849,tomodensitométrie,EVENT,Détecté,c18,2,"tomodensitométrie, TDM"
FR100849,appendagite,EVENT,Détecté,c19,1,appendagite
FR100849,antécédent,EVENT,Détecté,c2,1,antécédent
FR100849,bloc,Non annoté,Détecté,c20,1,bloc
FR100849,frange,Non annoté,Détecté,c21,1,frange
FR100849,colon,Non annoté,Détecté,c22,1,colon
FR100849,epiploon,CLINENTITY,Détecté,c23,1,epiploon
FR100849,geste,EVENT,Détecté,c24,1,geste
FR100849,résection,EVENT,Détecté,c25,1,résection
FR100849,suites,EVENT,Détecté,c26,1,suites
FR100849,urgences,Non annoté,Détecté,c3,1,urgences
FR100849,prise,EVENT,Détecté,c4,1,prise
FR100849,epigastralgies,EVENT,Détecté,c5,1,epigastralgies
FR100849,epigastralgies,CLINENTITY,Détecté,c5,1,epigastralgies
FR100849,admission,EVENT,Détecté,c6,1,admission
FR100849,pouls,EVENT,Détecté,c7,1,pouls
FR100849,battements,Non annoté,Détecté,c8,1,battements
FR100849,examen,EVENT,Détecté,c9,1,examen
FR100870,"0,09g/24",RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,"0,16",RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,"0,34g/l",RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,07%,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,104mg/l,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,10mg/l.,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,12mg/l,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,14%,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,"15,76g/l",RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,"2,96mg/l.",RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,24h,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,400 plasmocytes,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,"43,83mg/l.",RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,45%,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,53mg/l,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,"6,96mg/l",RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,61ml/min,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,80%,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,93mg/l,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,HHV-8,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,"Hb = 11,9g/dl",RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,Le patient,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,Mr MD,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,Mr MD âgé de 67 ans,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,Sept ans après,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,admis,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,anomalie de signale,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,anémie normochrome normocytaire,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,au tendon d'achille,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,des gammaglobulines,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,des membres inférieurs,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,des plasmocytes,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,du pied,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,hépatite B,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,"hépatite B, C",CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,immunoglobuline monoclonale,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,lésions osseuses,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,maladie de kaposi,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,montré,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,myélome multiple,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,normal,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,négatives,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,objectivé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,pic étroit d'aspect monoclonal,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,positive,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,processus inflammatoire,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,retenu,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,révélé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,soulevé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,suivi,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,trouvé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,typer,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,une moelle discrètement diluée,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100870,Mr,Non annoté,Détecté,c1,3,"Mr, patient, Mr"
FR100870,patient,Non annoté,Détecté,c1,3,"Mr, patient, Mr"
FR100870,membres,Non annoté,Détecté,c10,1,membres
FR100870,"4,14",Non annoté,Détecté,c100,1,"4,14"
FR100870,%,Non annoté,Détecté,c101,1,%
FR100870,trisomie,EVENT,Détecté,c102,1,trisomie
FR100870,trisomie,CLINENTITY,Détecté,c102,1,trisomie
FR100870,locus,Non annoté,Détecté,c103,1,locus
FR100870,1q21,Non annoté,Détecté,c104,1,1q21
FR100870,trisomie,EVENT,Détecté,c105,1,trisomie
FR100870,trisomie,CLINENTITY,Détecté,c105,1,trisomie
FR100870,locus,Non annoté,Détecté,c106,1,locus
FR100870,1p36,Non annoté,Détecté,c107,1,1p36
FR100870,%,Non annoté,Détecté,c108,1,%
FR100870,absence,EVENT,Détecté,c109,1,absence
FR100870,biopsie,EVENT,Détecté,c11,2,"biopsie, qui"
FR100870,qui,Non annoté,Détecté,c11,2,"biopsie, qui"
FR100870,délétion,Non annoté,Détecté,c110,1,délétion
FR100870,locus,Non annoté,Détecté,c111,1,locus
FR100870,17p13,Non annoté,Détecté,c112,1,17p13
FR100870,résultats,EVENT,Détecté,c113,1,résultats
FR100870,myélome,EVENT,Détecté,c114,2,"myélome, myélome"
FR100870,myélome,CLINENTITY,Détecté,c114,2,"myélome, myélome"
FR100870,stade,Non annoté,Détecté,c115,1,stade
FR100870,classification,Non annoté,Détecté,c116,1,classification
FR100870,Durie,Non annoté,Détecté,c117,1,Durie
FR100870,Durie,Non annoté,Détecté,c118,1,Durie
FR100870,Salmon,Non annoté,Détecté,c119,1,Salmon
FR100870,présence,Non annoté,Détecté,c12,1,présence
FR100870,cellules,EVENT,Détecté,c13,1,cellules
FR100870,cellules,BODYPART,Détecté,c13,1,cellules
FR100870,qui,Non annoté,Détecté,c14,2,"sérologie, qui"
FR100870,sérologie,EVENT,Détecté,c14,2,"sérologie, qui"
FR100870,sérologies,EVENT,Détecté,c15,1,sérologies
FR100870,VIH,CLINENTITY,Détecté,c16,1,VIH
FR100870,hépatite,Non annoté,Détecté,c17,1,hépatite
FR100870,C,Non annoté,Détecté,c18,1,C
FR100870,cytomégalovirus,CLINENTITY,Détecté,c19,1,cytomégalovirus
FR100870,dermatologie,Non annoté,Détecté,c2,2,"dermatologie, dermatologie"
FR100870,radiothérapie,EVENT,Détecté,c20,1,radiothérapie
FR100870,radiothérapie,EVENT,Détecté,c21,1,radiothérapie
FR100870,chimiothérapie,EVENT,Détecté,c22,1,chimiothérapie
FR100870,ans,Non annoté,Détecté,c23,1,ans
FR100870,service,Non annoté,Détecté,c24,1,service
FR100870,Hôpital,Non annoté,Détecté,c25,1,Hôpital
FR100870,Rabat,Non annoté,Détecté,c26,1,Rabat
FR100870,œdème,EVENT,Détecté,c27,1,œdème
FR100870,œdème,CLINENTITY,Détecté,c27,1,œdème
FR100870,niveau,Non annoté,Détecté,c28,1,niveau
FR100870,IRM,EVENT,Détecté,c29,2,"IRM, imagerie"
FR100870,imagerie,EVENT,Détecté,c29,2,"IRM, imagerie"
FR100870,kaposi,EVENT,Détecté,c3,3,"maladie, kaposi, kaposi"
FR100870,kaposi,CLINENTITY,Détecté,c3,3,"maladie, kaposi, kaposi"
FR100870,maladie,EVENT,Détecté,c3,3,"maladie, kaposi, kaposi"
FR100870,résonance,Non annoté,Détecté,c30,1,résonance
FR100870,pied,Non annoté,Détecté,c31,1,pied
FR100870,anomalie,EVENT,Détecté,c32,1,anomalie
FR100870,graisse,Non annoté,Détecté,c33,1,graisse
FR100870,tendon,Non annoté,Détecté,c34,1,tendon
FR100870,lésion,CLINENTITY,Détecté,c35,1,lésion
FR100870,lésion,EVENT,Détecté,c35,1,lésion
FR100870,processus,EVENT,Détecté,c36,1,processus
FR100870,bilan,EVENT,Détecté,c37,1,bilan
FR100870,hémogramme,EVENT,Détecté,c38,1,hémogramme
FR100870,anémie,EVENT,Détecté,c39,1,anémie
FR100870,kaposi,EVENT,Détecté,c4,1,kaposi
FR100870,kaposi,CLINENTITY,Détecté,c4,1,kaposi
FR100870,Hb,Non annoté,Détecté,c40,1,Hb
FR100870,bilan,EVENT,Détecté,c41,1,bilan
FR100870,créatinémie,EVENT,Détecté,c42,1,créatinémie
FR100870,créatinémie,EVENT,Détecté,c43,1,créatinémie
FR100870,urémie,EVENT,Détecté,c44,1,urémie
FR100870,urémie,CLINENTITY,Détecté,c44,1,urémie
FR100870,calcémie,EVENT,Détecté,c45,1,calcémie
FR100870,protéinurie,EVENT,Détecté,c46,1,protéinurie
FR100870,protéinurie,CLINENTITY,Détecté,c46,1,protéinurie
FR100870,IRM,EVENT,Détecté,c47,1,IRM
FR100870,lésions,EVENT,Détecté,c48,1,lésions
FR100870,lésions,CLINENTITY,Détecté,c48,1,lésions
FR100870,électrophorèse,EVENT,Détecté,c49,1,électrophorèse
FR100870,diagnostic,Non annoté,Détecté,c5,1,diagnostic
FR100870,protéines,Non annoté,Détecté,c50,2,"protéines, protéines"
FR100870,découverte,EVENT,Détecté,c51,1,découverte
FR100870,pic,EVENT,Détecté,c52,1,pic
FR100870,zone,Non annoté,Détecté,c53,1,zone
FR100870,gammaglobulines,Non annoté,Détecté,c54,1,gammaglobulines
FR100870,immunosoustraction,EVENT,Détecté,c55,1,immunosoustraction
FR100870,IgG,Non annoté,Détecté,c56,4,"immunoglobuline, IgG, IgG=22,7g/l, IgG"
FR100870,"IgG=22,7g/l",Non annoté,Détecté,c56,4,"immunoglobuline, IgG, IgG=22,7g/l, IgG"
FR100870,immunoglobuline,Non annoté,Détecté,c56,4,"immunoglobuline, IgG, IgG=22,7g/l, IgG"
FR100870,immunofixation,EVENT,Détecté,c57,1,immunofixation
FR100870,protéines,Non annoté,Détecté,c58,1,protéines
FR100870,présence,Non annoté,Détecté,c59,1,présence
FR100870,tableau,Non annoté,Détecté,c6,1,tableau
FR100870,chaînes,EVENT,Détecté,c60,1,chaînes
FR100870,concentration,Non annoté,Détecté,c61,1,concentration
FR100870,l,Non annoté,Détecté,c62,1,l
FR100870,bilan,EVENT,Détecté,c63,1,bilan
FR100870,calcium,EVENT,Détecté,c64,1,calcium
FR100870,l,Non annoté,Détecté,c65,1,l
FR100870,phosphore,EVENT,Détecté,c66,1,phosphore
FR100870,32mg/L,RML,Détecté,c67,1,32mg/L
FR100870,fonction,EVENT,Détecté,c68,1,fonction
FR100870,urée,EVENT,Détecté,c69,1,urée
FR100870,apparition,EVENT,Détecté,c7,1,apparition
FR100870,créatinine,EVENT,Détecté,c70,1,créatinine
FR100870,clairance,EVENT,Détecté,c71,1,clairance
FR100870,formule,Non annoté,Détecté,c72,1,formule
FR100870,B2,EVENT,Détecté,c73,1,B2
FR100870,"2,96mg/l",Non annoté,Détecté,c74,1,"2,96mg/l"
FR100870,myélogramme,EVENT,Détecté,c75,2,"myélogramme, qui"
FR100870,qui,Non annoté,Détecté,c75,2,"myélogramme, qui"
FR100870,moelle,Non annoté,Détecté,c76,1,moelle
FR100870,taux,EVENT,Détecté,c77,1,taux
FR100870,plasmocytes,BODYPART,Détecté,c78,4,"plasmocytes, plasmocytes, plasmocytes, plasmocytes"
FR100870,éléments,EVENT,Détecté,c79,1,éléments
FR100870,lésions,EVENT,Détecté,c8,2,"lésions, lésions"
FR100870,lésions,CLINENTITY,Détecté,c8,2,"lésions, lésions"
FR100870,formes,EVENT,Détecté,c80,1,formes
FR100870,dosage,EVENT,Détecté,c81,1,dosage
FR100870,Ig,Non annoté,Détecté,c82,1,Ig
FR100870,"IgA=0,83g",Non annoté,Détecté,c83,1,"IgA=0,83g"
FR100870,"IgM=0,85g/",Non annoté,Détecté,c84,1,"IgM=0,85g/"
FR100870,dosage,EVENT,Détecté,c85,1,dosage
FR100870,chaines,Non annoté,Détecté,c86,2,"chaines, kappa"
FR100870,kappa,Non annoté,Détecté,c86,2,"chaines, kappa"
FR100870,l,Non annoté,Détecté,c87,1,l
FR100870,celui,Non annoté,Détecté,c88,1,celui
FR100870,chaines,Non annoté,Détecté,c89,1,chaines
FR100870,niveau,Non annoté,Détecté,c9,1,niveau
FR100870,"43,83mg/l",Non annoté,Détecté,c90,1,"43,83mg/l"
FR100870,rapport,EVENT,Détecté,c91,1,rapport
FR100870,étude,EVENT,Détecté,c92,1,étude
FR100870,FISH,EVENT,Détecté,c93,1,FISH
FR100870,nombre,Non annoté,Détecté,c94,2,"nombre, plasmocytes"
FR100870,plasmocytes,BODYPART,Détecté,c94,2,"nombre, plasmocytes"
FR100870,CD138,Non annoté,Détecté,c95,1,CD138
FR100870,%,Non annoté,Détecté,c96,1,%
FR100870,remaniement,EVENT,Détecté,c97,2,"remaniement, équivalent"
FR100870,équivalent,Non annoté,Détecté,c97,2,"remaniement, équivalent"
FR100870,FGFR3,Non annoté,Détecté,c98,1,FGFR3
FR100870,translocation,Non annoté,Détecté,c99,1,translocation
FR100874,"102,3 mg/l",RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,11000/mm 3,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,112 battements/mn,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,150/90 mmhg,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,20 cm,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,24 cycles/mn,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,260 mg/l.,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,3 mois,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,"39,2°C",RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,5 ans,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,5 kg,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,"7,2 g/dl",RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,C3,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,C7,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,La patiente,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,Mme F N,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,altération de l'état général,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,des arcades dentaires,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,diverticule de Zenker,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,diverticule œsophagien,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,du pôle supérieur du lobe thyroïdien,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,décédée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,hospitalisée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,hémodialysée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,la jonction pharyngo-œsophagienne,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,la portion cervicale de l'œsophage,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,maladie rénale chronique stade V,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,mise,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,montrait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,normal,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,objectivait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,perte de poids,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,pneumopathie d'inhalation,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,postopératoires,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,refoulement de la portion cervicale de l'œsophage,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,retenu,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,tapissé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,toux sèche,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,trouvait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,élevée à 13 fois la normale,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100874,Mme,Non annoté,Détecté,c1,4,"Mme, qui, patiente, patiente"
FR100874,patiente,Non annoté,Détecté,c1,4,"Mme, qui, patiente, patiente"
FR100874,qui,Non annoté,Détecté,c1,4,"Mme, qui, patiente, patiente"
FR100874,admission,EVENT,Détecté,c10,1,admission
FR100874,interrogatoire,EVENT,Détecté,c11,1,interrogatoire
FR100874,dysphagie,EVENT,Détecté,c12,1,dysphagie
FR100874,dysphagie,CLINENTITY,Détecté,c12,1,dysphagie
FR100874,dysphagie,EVENT,Détecté,c13,1,dysphagie
FR100874,dysphagie,CLINENTITY,Détecté,c13,1,dysphagie
FR100874,aliments,Non annoté,Détecté,c14,1,aliments
FR100874,toux,EVENT,Détecté,c15,1,toux
FR100874,examen,EVENT,Détecté,c16,2,"examen, examen"
FR100874,altération,EVENT,Détecté,c17,1,altération
FR100874,état,Non annoté,Détecté,c18,1,état
FR100874,perte,EVENT,Détecté,c19,1,perte
FR100874,ans,Non annoté,Détecté,c2,1,ans
FR100874,kg,Non annoté,Détecté,c20,1,kg
FR100874,mois,Non annoté,Détecté,c21,1,mois
FR100874,méléna,EVENT,Détecté,c22,1,méléna
FR100874,méléna,CLINENTITY,Détecté,c22,1,méléna
FR100874,tuméfaction,EVENT,Détecté,c23,1,tuméfaction
FR100874,tuméfaction,CLINENTITY,Détecté,c23,1,tuméfaction
FR100874,déglutition,Non annoté,Détecté,c24,1,déglutition
FR100874,reste,EVENT,Détecté,c25,1,reste
FR100874,constantes,EVENT,Détecté,c26,1,constantes
FR100874,pression,EVENT,Détecté,c27,1,pression
FR100874,pouls,EVENT,Détecté,c28,1,pouls
FR100874,battements,Non annoté,Détecté,c29,1,battements
FR100874,ans,Non annoté,Détecté,c3,1,ans
FR100874,température,EVENT,Détecté,c30,1,température
FR100874,fréquence,EVENT,Détecté,c31,1,fréquence
FR100874,cycles,Non annoté,Détecté,c32,1,cycles
