doc,xml_id,entité,type_temporalite,coref,mention_id,longueur_chaine,chaine_complete
FR100903,9525,hydrops fœtal,CLINENTITY,Détecté,c32,1,hydrops
FR100903,8366,céphalique,EVENT,Détecté,c33,1,niveau
FR100903,Non applicable,On,Non annoté,Détecté,c34,3,"on, on, On"
FR100903,Non applicable,on,Non annoté,Détecté,c34,3,"on, on, On"
FR100903,8486,visualisation,EVENT,Détecté,c35,1,visualisation
FR100903,8381,visualisation,EVENT,Détecté,c35,1,visualisation
FR100903,8936,visualisation,EVENT,Détecté,c35,1,visualisation
FR100903,9823,du massif faciale,BODYPART,Détecté,c36,1,massif
FR100903,8216/9477,œdème,EVENT/CLINENTITY,Détecté,c37,1,œdème
FR100903,8396/9533,œdème,EVENT/CLINENTITY,Détecté,c37,1,œdème
FR100903,9251/9733,œdème,EVENT/CLINENTITY,Détecté,c37,1,œdème
FR100903,9829,Les orbites,BODYPART,Détecté,c38,1,orbites
FR100903,8411/9541,microphtalmie,EVENT/CLINENTITY,Détecté,c39,1,microphtalmie
FR100903,8891/9637,microphtalmie,EVENT/CLINENTITY,Détecté,c39,1,microphtalmie
FR100903,10045,12 semaines +2 jours,TIMEX3,Détecté,c4,1,semaines
FR100903,10054,19 semaines +2 jours,TIMEX3,Détecté,c4,1,semaines
FR100903,10063,20 semaines,TIMEX3,Détecté,c4,1,semaines
FR100903,10081,23 semaines,TIMEX3,Détecté,c4,1,semaines
FR100903,10090,33 semaines,TIMEX3,Détecté,c4,1,semaines
FR100903,9980,un fœtus de 20 semaines aménorrhée,ACTOR (OTHER),Détecté,c4,1,semaines
FR100903,9987,un fœtus de 29 semaines aménorrhée,ACTOR (OTHER),Détecté,c4,1,semaines
FR100903,9835,Le nez,BODYPART,Détecté,c40,1,nez
FR100903,9841,la bouche,BODYPART,Détecté,c40,1,nez
FR100903,9835,Le nez,BODYPART,Détecté,c41,1,nez
FR100903,9841,la bouche,BODYPART,Détecté,c42,1,bouche
FR100903,8426,anomalies,EVENT,Détecté,c43,1,anomalies
FR100903,9781,abdomen distendu,CLINENTITY,Détecté,c44,2,"niveau, abdomen"
FR100903,8441,abdominal,EVENT,Détecté,c44,2,"niveau, abdomen"
FR100903,9901,l'abdomen,BODYPART,Détecté,c44,2,"niveau, abdomen"
FR100903,9967,un abdomen distendu,BODYPART,Détecté,c44,2,"niveau, abdomen"
FR100903,8231/9509,ascite,EVENT/CLINENTITY,Détecté,c45,1,présence
FR100903,8456/9549,ascite,EVENT/CLINENTITY,Détecté,c45,1,présence
FR100903,9281/9749,ascite,EVENT/CLINENTITY,Détecté,c45,1,présence
FR100903,8951,présence,EVENT,Détecté,c45,1,présence
FR100903,9847,la cavité,BODYPART,Détecté,c46,1,cavité
FR100903,9853,la poche gastrique,BODYPART,Détecté,c47,1,visualisation
FR100903,8486,visualisation,EVENT,Détecté,c47,1,visualisation
FR100903,8381,visualisation,EVENT,Détecté,c47,1,visualisation
FR100903,8936,visualisation,EVENT,Détecté,c47,1,visualisation
FR100903,9853,la poche gastrique,BODYPART,Détecté,c48,2,"poche, poche"
FR100903,9937,une petite poche gastrique,BODYPART,Détecté,c48,2,"poche, poche"
FR100903,9859,Le rein gauche,BODYPART,Détecté,c49,2,"rein, ils"
FR100903,9661,absence de rein droit,CLINENTITY,Détecté,c49,2,"rein, ils"
FR100903,Non applicable,ils,Non annoté,Détecté,c49,2,"rein, ils"
FR100903,9865,le rein droit,BODYPART,Détecté,c49,2,"rein, ils"
FR100903,9949,rein droit,BODYPART,Détecté,c49,2,"rein, ils"
FR100903,9669,rein gauche hypoplasique,CLINENTITY,Détecté,c49,2,"rein, ils"
FR100903,9955,un rein gauche hypoplasique,BODYPART,Détecté,c49,2,"rein, ils"
FR100903,8156,anomalie,EVENT,Détecté,c5,1,anomalie
FR100903,9859,Le rein gauche,BODYPART,Détecté,c50,2,"rein, rein"
FR100903,9661,absence de rein droit,CLINENTITY,Détecté,c50,2,"rein, rein"
FR100903,9865,le rein droit,BODYPART,Détecté,c50,2,"rein, rein"
FR100903,9949,rein droit,BODYPART,Détecté,c50,2,"rein, rein"
FR100903,9669,rein gauche hypoplasique,CLINENTITY,Détecté,c50,2,"rein, rein"
FR100903,9955,un rein gauche hypoplasique,BODYPART,Détecté,c50,2,"rein, rein"
FR100903,9859,Le rein gauche,BODYPART,Détecté,c51,2,"rein, rein"
FR100903,9661,absence de rein droit,CLINENTITY,Détecté,c51,2,"rein, rein"
FR100903,9865,le rein droit,BODYPART,Détecté,c51,2,"rein, rein"
FR100903,9949,rein droit,BODYPART,Détecté,c51,2,"rein, rein"
FR100903,9669,rein gauche hypoplasique,CLINENTITY,Détecté,c51,2,"rein, rein"
FR100903,9955,un rein gauche hypoplasique,BODYPART,Détecté,c51,2,"rein, rein"
FR100903,8561,doutes,EVENT,Détecté,c52,1,doutes
FR100903,9871,la vessie,BODYPART,Détecté,c52,1,doutes
FR100903,9871,la vessie,BODYPART,Détecté,c53,1,rétraction
FR100903,9871,la vessie,BODYPART,Détecté,c54,2,"vessie, vessie"
FR100903,9943,une vessie non identifiable,BODYPART,Détecté,c54,2,"vessie, vessie"
FR100903,8576,thoracique,EVENT,Détecté,c55,1,niveau
FR100903,8591,anatomie,EVENT,Détecté,c56,1,anatomie
FR100903,8606,aspect,EVENT,Détecté,c57,1,aspect
FR100903,9565,hypoplasie,CLINENTITY,Détecté,c57,1,aspect
FR100903,9565,hypoplasie,CLINENTITY,Détecté,c58,1,hypoplasie
FR100903,8621,augmentation,EVENT,Détecté,c59,1,augmentation
FR100903,9573,augmentation du volume,CLINENTITY,Détecté,c59,1,augmentation
FR100903,8171,risque,EVENT,Détecté,c6,1,risque
FR100903,8801,syndrome,EVENT,Détecté,c6,1,risque
FR100903,8831,syndrome,EVENT,Détecté,c6,1,risque
FR100903,9469,syndrome de Down,CLINENTITY,Détecté,c6,1,risque
FR100903,9461,syndrome de Down et d'Edwards,CLINENTITY,Détecté,c6,1,risque
FR100903,9573,augmentation du volume,CLINENTITY,Détecté,c60,1,volume
FR100903,8681,protubérance,EVENT,Détecté,c61,1,protubérance
FR100903,Non applicable,ceux-ci,Non annoté,Détecté,c62,3,"diaphragmes, ceux-ci, diaphragmes"
FR100903,9895,des deux diaphragmes,BODYPART,Détecté,c62,3,"diaphragmes, ceux-ci, diaphragmes"
FR100903,9961,des diaphragmes,BODYPART,Détecté,c62,3,"diaphragmes, ceux-ci, diaphragmes"
FR100903,8711,convexe,EVENT,Détecté,c63,2,"image, image"
FR100903,8696,inversée,EVENT,Détecté,c63,2,"image, image"
FR100903,9907,La trachée,BODYPART,Détecté,c64,1,trachée
FR100903,8741,diamètre,EVENT,Détecté,c65,1,diamètre
FR100903,9913,les voies de sortie,BODYPART,Détecté,c65,1,diamètre
FR100903,9913,les voies de sortie,BODYPART,Détecté,c66,1,voies
FR100903,9919,les deux bronches principales,BODYPART,Détecté,c67,1,bronches
FR100903,8771,IRM,EVENT,Détecté,c68,2,"IRM, qui"
FR100903,Non applicable,qui,Non annoté,Détecté,c68,2,"IRM, qui"
FR100903,10072,21 e semaine,TIMEX3,Détecté,c69,1,semaine
FR100903,10099,24 e semaine,TIMEX3,Détecté,c69,1,semaine
FR100903,8801,syndrome,EVENT,Détecté,c7,1,syndrome
FR100903,8831,syndrome,EVENT,Détecté,c7,1,syndrome
FR100903,9597,syndrome CHAOS,CLINENTITY,Détecté,c7,1,syndrome
FR100903,9717,syndrome CHAOS,CLINENTITY,Détecté,c7,1,syndrome
FR100903,9469,syndrome de Down,CLINENTITY,Détecté,c7,1,syndrome
FR100903,9461,syndrome de Down et d'Edwards,CLINENTITY,Détecté,c7,1,syndrome
FR100903,9605,syndrome de Fraser,CLINENTITY,Détecté,c7,1,syndrome
FR100903,8816,malformations,EVENT,Détecté,c70,2,"syndrome, syndrome"
FR100903,8801,syndrome,EVENT,Détecté,c70,2,"syndrome, syndrome"
FR100903,8831,syndrome,EVENT,Détecté,c70,2,"syndrome, syndrome"
FR100903,9597,syndrome CHAOS,CLINENTITY,Détecté,c70,2,"syndrome, syndrome"
FR100903,9717,syndrome CHAOS,CLINENTITY,Détecté,c70,2,"syndrome, syndrome"
FR100903,9469,syndrome de Down,CLINENTITY,Détecté,c70,2,"syndrome, syndrome"
FR100903,9461,syndrome de Down et d'Edwards,CLINENTITY,Détecté,c70,2,"syndrome, syndrome"
FR100903,9605,syndrome de Fraser,CLINENTITY,Détecté,c70,2,"syndrome, syndrome"
FR100903,8816,malformations,EVENT,Détecté,c71,1,malformations
FR100903,8801,syndrome,EVENT,Détecté,c72,1,syndrome
FR100903,8831,syndrome,EVENT,Détecté,c72,1,syndrome
FR100903,9597,syndrome CHAOS,CLINENTITY,Détecté,c72,1,syndrome
FR100903,9717,syndrome CHAOS,CLINENTITY,Détecté,c72,1,syndrome
FR100903,9469,syndrome de Down,CLINENTITY,Détecté,c72,1,syndrome
FR100903,9461,syndrome de Down et d'Edwards,CLINENTITY,Détecté,c72,1,syndrome
FR100903,9605,syndrome de Fraser,CLINENTITY,Détecté,c72,1,syndrome
FR100903,9605,syndrome de Fraser,CLINENTITY,Détecté,c73,1,Fraser
FR100903,8861/9621,ascites,EVENT/CLINENTITY,Détecté,c74,1,présence
FR100903,8846,atrésie,EVENT,Détecté,c74,1,présence
FR100903,9613,atrésie laryngée,CLINENTITY,Détecté,c74,1,présence
FR100903,8351,hydrops,EVENT,Détecté,c74,1,présence
FR100903,8876,hydrops,EVENT,Détecté,c74,1,présence
FR100903,8981,hydrops,EVENT,Détecté,c74,1,présence
FR100903,9629,hydrops foetal,CLINENTITY,Détecté,c74,1,présence
FR100903,9677,hydrops foetal,CLINENTITY,Détecté,c74,1,présence
FR100903,8951,présence,EVENT,Détecté,c74,1,présence
FR100903,8846,atrésie,EVENT,Détecté,c75,1,atrésie
FR100903,9613,atrésie laryngée,CLINENTITY,Détecté,c75,1,atrésie
FR100903,8861/9621,ascites,EVENT/CLINENTITY,Détecté,c76,1,ascites
FR100903,8351,hydrops,EVENT,Détecté,c77,2,"hydrops, hydrops"
FR100903,8876,hydrops,EVENT,Détecté,c77,2,"hydrops, hydrops"
FR100903,8981,hydrops,EVENT,Détecté,c77,2,"hydrops, hydrops"
FR100903,9629,hydrops foetal,CLINENTITY,Détecté,c77,2,"hydrops, hydrops"
FR100903,9677,hydrops foetal,CLINENTITY,Détecté,c77,2,"hydrops, hydrops"
FR100903,9525,hydrops fœtal,CLINENTITY,Détecté,c77,2,"hydrops, hydrops"
FR100903,8921,déviation,EVENT,Détecté,c78,1,microphtalmie
FR100903,9653,déviation de la cloison nasale,CLINENTITY,Détecté,c78,1,microphtalmie
FR100903,8906/9645,hypertélorisme,EVENT/CLINENTITY,Détecté,c78,1,microphtalmie
FR100903,9925,la cloison nasale,BODYPART,Détecté,c78,1,microphtalmie
FR100903,8411/9541,microphtalmie,EVENT/CLINENTITY,Détecté,c78,1,microphtalmie
FR100903,8891/9637,microphtalmie,EVENT/CLINENTITY,Détecté,c78,1,microphtalmie
FR100903,8906/9645,hypertélorisme,EVENT/CLINENTITY,Détecté,c79,1,hypertélorisme
FR100903,9461,syndrome de Down et d'Edwards,CLINENTITY,Détecté,c8,1,Edwards
FR100903,8921,déviation,EVENT,Détecté,c80,1,déviation
FR100903,9653,déviation de la cloison nasale,CLINENTITY,Détecté,c80,1,déviation
FR100903,9925,la cloison nasale,BODYPART,Détecté,c80,1,déviation
FR100903,9653,déviation de la cloison nasale,CLINENTITY,Détecté,c81,1,cloison
FR100903,9925,la cloison nasale,BODYPART,Détecté,c81,1,cloison
FR100903,9859,Le rein gauche,BODYPART,Détecté,c82,1,absence
FR100903,8966,absence,EVENT,Détecté,c82,1,absence
FR100903,9661,absence de rein droit,CLINENTITY,Détecté,c82,1,absence
FR100903,9853,la poche gastrique,BODYPART,Détecté,c82,1,absence
FR100903,9871,la vessie,BODYPART,Détecté,c82,1,absence
FR100903,9865,le rein droit,BODYPART,Détecté,c82,1,absence
FR100903,8951,présence,EVENT,Détecté,c82,1,absence
FR100903,9949,rein droit,BODYPART,Détecté,c82,1,absence
FR100903,9669,rein gauche hypoplasique,CLINENTITY,Détecté,c82,1,absence
FR100903,9955,un rein gauche hypoplasique,BODYPART,Détecté,c82,1,absence
FR100903,9937,une petite poche gastrique,BODYPART,Détecté,c82,1,absence
FR100903,9943,une vessie non identifiable,BODYPART,Détecté,c82,1,absence
FR100903,8486,visualisation,EVENT,Détecté,c82,1,absence
FR100903,8381,visualisation,EVENT,Détecté,c82,1,absence
FR100903,8936,visualisation,EVENT,Détecté,c82,1,absence
FR100903,8486,visualisation,EVENT,Détecté,c83,1,visualisation
FR100903,8381,visualisation,EVENT,Détecté,c83,1,visualisation
FR100903,8936,visualisation,EVENT,Détecté,c83,1,visualisation
FR100903,9931,du tissu thymique,BODYPART,Détecté,c84,1,tissu
FR100903,9853,la poche gastrique,BODYPART,Détecté,c85,1,présence
FR100903,9871,la vessie,BODYPART,Détecté,c85,1,présence
FR100903,8951,présence,EVENT,Détecté,c85,1,présence
FR100903,9937,une petite poche gastrique,BODYPART,Détecté,c85,1,présence
FR100903,9943,une vessie non identifiable,BODYPART,Détecté,c85,1,présence
FR100903,8966,absence,EVENT,Détecté,c86,1,absence
FR100903,9661,absence de rein droit,CLINENTITY,Détecté,c86,1,absence
FR100903,9949,rein droit,BODYPART,Détecté,c86,1,absence
FR100903,8996,diagnostic,EVENT,Détecté,c87,1,diagnostic
FR100903,Non applicable,les causes les plus fréquentes,Non annoté,Détecté,c88,1,causes
FR100903,9026/9685,isoimmunisation,EVENT/CLINENTITY,Détecté,c89,1,isoimmunisation
FR100903,8141,échographie,EVENT,Détecté,c9,1,échographie
FR100903,8186,échographie,EVENT,Détecté,c9,1,échographie
FR100903,8261,échographie,EVENT,Détecté,c9,1,échographie
FR100903,9041,Coombs,EVENT,Détecté,c90,1,Coombs
FR100903,9693,Coombs indirect,CLINENTITY,Détecté,c90,1,Coombs
FR100903,10027,négatif,RML,Détecté,c90,1,Coombs
FR100903,9056/9701,infections,EVENT/CLINENTITY,Détecté,c91,1,infections
FR100903,10033,négatives,RML,Détecté,c92,1,sérologies
FR100903,9071,sérologies,EVENT,Détecté,c92,1,sérologies
FR100903,9086,caryotype,EVENT,Détecté,c93,1,caryotype
FR100903,9416,caryotype,EVENT,Détecté,c93,1,caryotype
FR100903,9994,la patiente,ACTOR (PATIENT),Détecté,c93,1,caryotype
FR100903,9101,rejet,EVENT,Détecté,c93,1,caryotype
FR100903,9994,la patiente,ACTOR (PATIENT),Détecté,c94,1,rejet
FR100903,9101,rejet,EVENT,Détecté,c94,1,rejet
FR100903,9116,résultats,EVENT,Détecté,c95,1,résultats
FR100903,Non applicable,les ultrasons,Non annoté,Détecté,c96,1,ultrasons
FR100903,Non applicable,nous,Non annoté,Détecté,c97,1,nous
FR100903,9146,hydroscope,EVENT,Détecté,c98,1,possibilité
FR100903,9709,hydroscope fœtal,CLINENTITY,Détecté,c98,1,possibilité
FR100903,8801,syndrome,EVENT,Détecté,c98,1,possibilité
FR100903,8831,syndrome,EVENT,Détecté,c98,1,possibilité
FR100903,9597,syndrome CHAOS,CLINENTITY,Détecté,c98,1,possibilité
FR100903,9717,syndrome CHAOS,CLINENTITY,Détecté,c98,1,possibilité
FR100903,9146,hydroscope,EVENT,Détecté,c99,1,hydroscope
FR100903,9709,hydroscope fœtal,CLINENTITY,Détecté,c99,1,hydroscope
FR100903,8801,syndrome,EVENT,Détecté,c99,1,hydroscope
FR100903,8831,syndrome,EVENT,Détecté,c99,1,hydroscope
FR100903,9597,syndrome CHAOS,CLINENTITY,Détecté,c99,1,hydroscope
FR100903,9717,syndrome CHAOS,CLINENTITY,Détecté,c99,1,hydroscope
FR100919,2104,adressée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100919,1969,considérée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100919,1864,rapportons,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100919,1909,révélé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100919,1999,écarter,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100919,2264,Nous,ACTOR (H-PROFESSIONAL),Détecté,c1,1,Nous
FR100919,1954,prise,EVENT,Détecté,c10,1,prise
FR100919,Non applicable,le metformine,Non annoté,Détecté,c11,1,metformine
FR100919,2248,avitaminose,CLINENTITY,Détecté,c12,1,étiologie
FR100919,1984,étiologie,EVENT,Détecté,c12,1,étiologie
FR100919,2014,causes,EVENT,Détecté,c13,1,causes
FR100919,2029,correction,EVENT,Détecté,c14,1,correction
FR100919,2044,injection,EVENT,Détecté,c14,1,correction
FR100919,2044,injection,EVENT,Détecté,c15,1,injection
FR100919,Non applicable,hydroxocobalamine,Non annoté,Détecté,c16,1,hydroxocobalamine
FR100919,Non applicable,le fer,Non annoté,Détecté,c17,1,fer
FR100919,2074,disparition,EVENT,Détecté,c18,1,normalisation
FR100919,2059,normalisation,EVENT,Détecté,c18,1,normalisation
FR100919,1879,signes,EVENT,Détecté,c18,1,normalisation
FR100919,2089,signes,EVENT,Détecté,c18,1,normalisation
FR100919,2059,normalisation,EVENT,Détecté,c19,1,normalisation
FR100919,2134,cas,EVENT,Détecté,c2,2,"cas, cas"
FR100919,2271,une patiente,ACTOR (PATIENT),Détecté,c2,2,"cas, cas"
FR100919,Non applicable,les taux sériques,Non annoté,Détecté,c20,1,taux
FR100919,2074,disparition,EVENT,Détecté,c21,1,disparition
FR100919,1879,signes,EVENT,Détecté,c21,1,disparition
FR100919,2089,signes,EVENT,Détecté,c21,1,disparition
FR100919,Non applicable,un centre spécialisé,Non annoté,Détecté,c22,1,centre
FR100919,2119,bilan,EVENT,Détecté,c23,1,bilan
FR100919,Non applicable,que,Non annoté,Détecté,c24,2,"rôle, que"
FR100919,2149,rôle,EVENT,Détecté,c24,2,"rôle, que"
FR100919,2285,le médecin dentiste,ACTOR (H-PROFESSIONAL),Détecté,c25,1,médecin
FR100919,2134,cas,EVENT,Détecté,c26,1,diagnostic
FR100919,2164,diagnostic,EVENT,Détecté,c26,1,diagnostic
FR100919,2209,découverte,EVENT,Détecté,c26,1,diagnostic
FR100919,2179,déficience,EVENT,Détecté,c26,1,diagnostic
FR100919,2256,déficience en vitamine B12,CLINENTITY,Détecté,c26,1,diagnostic
FR100919,2194,prévention,EVENT,Détecté,c26,1,diagnostic
FR100919,2164,diagnostic,EVENT,Détecté,c27,1,diagnostic
FR100919,2179,déficience,EVENT,Détecté,c27,1,diagnostic
FR100919,2256,déficience en vitamine B12,CLINENTITY,Détecté,c27,1,diagnostic
FR100919,2194,prévention,EVENT,Détecté,c28,1,prévention
FR100919,Non applicable,qui,Non annoté,Détecté,c29,2,"évolution, qui"
FR100919,Non applicable,son évolution,Non annoté,Détecté,c29,2,"évolution, qui"
FR100919,2278,La patiente,ACTOR (PATIENT),Détecté,c3,4,"patiente, qui, dont, patiente"
FR100919,Non applicable,dont,Non annoté,Détecté,c3,4,"patiente, qui, dont, patiente"
FR100919,Non applicable,qui,Non annoté,Détecté,c3,4,"patiente, qui, dont, patiente"
FR100919,2271,une patiente,ACTOR (PATIENT),Détecté,c3,4,"patiente, qui, dont, patiente"
FR100919,1879,signes,EVENT,Détecté,c4,2,"signes, signes"
FR100919,2089,signes,EVENT,Détecté,c4,2,"signes, signes"
FR100919,2224,signes buccaux,CLINENTITY,Détecté,c4,2,"signes, signes"
FR100919,2292,2 ans,TIMEX3,Détecté,c5,1,ans
FR100919,1894,bilans,EVENT,Détecté,c6,1,bilans
FR100919,1924,anémie,EVENT,Détecté,c7,1,anémie
FR100919,2232,anémie normocytaire,CLINENTITY,Détecté,c7,1,anémie
FR100919,1939,carence,EVENT,Détecté,c7,1,anémie
FR100919,2240,carence en vitamine B12,CLINENTITY,Détecté,c7,1,anémie
FR100919,2248,avitaminose,CLINENTITY,Détecté,c8,4,"carence, avitaminose, déficience, son"
FR100919,1939,carence,EVENT,Détecté,c8,4,"carence, avitaminose, déficience, son"
FR100919,2240,carence en vitamine B12,CLINENTITY,Détecté,c8,4,"carence, avitaminose, déficience, son"
FR100919,2179,déficience,EVENT,Détecté,c8,4,"carence, avitaminose, déficience, son"
FR100919,2256,déficience en vitamine B12,CLINENTITY,Détecté,c8,4,"carence, avitaminose, déficience, son"
FR100919,Non applicable,son,Non annoté,Détecté,c8,4,"carence, avitaminose, déficience, son"
FR100919,2240,carence en vitamine B12,CLINENTITY,Détecté,c9,2,"vitamine, vitamine"
FR100919,2256,déficience en vitamine B12,CLINENTITY,Détecté,c9,2,"vitamine, vitamine"
FR100921,1489,conclu,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100921,1384,objectivé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100921,1279,rapportons,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100921,1324,révélé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100921,1571,Nous,ACTOR (H-PROFESSIONAL),Détecté,c1,1,Nous
FR100921,1591,2 cm de diamètre,RML,Détecté,c10,2,"masse, tumeur"
FR100921,1565,le nerf grand sciatique,BODYPART,Détecté,c10,2,"masse, tumeur"
FR100921,1399/1527,masse,EVENT/CLINENTITY,Détecté,c10,2,"masse, tumeur"
FR100921,1535,tumeur,CLINENTITY,Détecté,c10,2,"masse, tumeur"
FR100921,1591,2 cm de diamètre,RML,Détecté,c11,1,cm
FR100921,1565,le nerf grand sciatique,BODYPART,Détecté,c12,1,nerf
FR100921,1414,exérèse,EVENT,Détecté,c13,2,"exérèse, exérèse"
FR100921,1429,exérèse,EVENT,Détecté,c13,2,"exérèse, exérèse"
FR100921,1535,tumeur,CLINENTITY,Détecté,c13,2,"exérèse, exérèse"
FR100921,1444,disparition,EVENT,Détecté,c14,1,disparition
FR100921,1294,douleur,EVENT,Détecté,c14,1,disparition
FR100921,1459/1543,douleur,EVENT/CLINENTITY,Détecté,c14,1,disparition
FR100921,1474,examen,EVENT,Détecté,c15,1,examen
FR100921,1504/1551,schwannome,EVENT/CLINENTITY,Détecté,c16,1,schwannome
FR100921,1578,une patiente de 30 ans,ACTOR (PATIENT),Détecté,c2,1,cas
FR100921,1578,une patiente de 30 ans,ACTOR (PATIENT),Détecté,c3,1,patiente
FR100921,1294,douleur,EVENT,Détecté,c4,2,"douleur, douleur"
FR100921,1459/1543,douleur,EVENT/CLINENTITY,Détecté,c4,2,"douleur, douleur"
FR100921,1519,douleur de la fesse,CLINENTITY,Détecté,c4,2,"douleur, douleur"
FR100921,1559,la fesse droite,BODYPART,Détecté,c4,2,"douleur, douleur"
FR100921,1519,douleur de la fesse,CLINENTITY,Détecté,c5,1,fesse
FR100921,1559,la fesse droite,BODYPART,Détecté,c5,1,fesse
FR100921,1597,1 an,TIMEX3,Détecté,c6,1,an
FR100921,1309,palpation,EVENT,Détecté,c7,1,palpation
FR100921,1585,positif,RML,Détecté,c8,1,signe
FR100921,1339,signe,EVENT,Détecté,c8,1,signe
FR100921,1369,IRM,EVENT,Détecté,c9,3,"imagerie, IRM, qui"
FR100921,1354,imagerie,EVENT,Détecté,c9,3,"imagerie, IRM, qui"
FR100921,Non applicable,qui,Non annoté,Détecté,c9,3,"imagerie, IRM, qui"
FR100925,3723,guetter,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100925,3183,hospitalisée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100925,3303,libres,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100925,4042,négatives,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100925,3663,recherchées,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100925,3393,révélé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100925,3348,suspectée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100925,4010,La patiente,ACTOR (PATIENT),Détecté,c1,2,"Patiente, patiente"
FR100925,4003,Patiente âgée de 29 ans,ACTOR (PATIENT),Détecté,c1,2,"Patiente, patiente"
FR100925,3153,carcinome,EVENT,Détecté,c1,2,"Patiente, patiente"
FR100925,3813,carcinome mammaire,CLINENTITY,Détecté,c1,2,"Patiente, patiente"
FR100925,3168,radio-chimiothérapie,EVENT,Détecté,c1,2,"Patiente, patiente"
FR100925,4030,23 la normale,RML,Détecté,c10,2,"normale, normale"
FR100925,4024,47 la normale,RML,Détecté,c10,2,"normale, normale"
FR100925,3258,ALAT,EVENT,Détecté,c11,1,ALAT
FR100925,3273,taux,EVENT,Détecté,c12,1,taux
FR100925,Non applicable,prothrombine,Non annoté,Détecté,c13,1,prothrombine
FR100925,4036,25%,RML,Détecté,c14,1,%
FR100925,3288,hépatites,EVENT,Détecté,c15,1,hépatites
FR100925,3869,hépatites virales A,CLINENTITY,Détecté,c15,1,hépatites
FR100925,3861,"hépatites virales A, B",CLINENTITY,Détecté,c15,1,hépatites
FR100925,3853,"hépatites virales A, B, C",CLINENTITY,Détecté,c15,1,hépatites
FR100925,3845,"hépatites virales A, B, C et E",CLINENTITY,Détecté,c15,1,hépatites
FR100925,3997,les veines sus-hépatiques,BODYPART,Détecté,c16,1,veines
FR100925,3318,Doppler,EVENT,Détecté,c17,1,Doppler
FR100925,3198,hépatite,EVENT,Détecté,c18,1,hépatite
FR100925,3333/3877,hépatite,EVENT/CLINENTITY,Détecté,c18,1,hépatite
FR100925,3513,hépatite,EVENT,Détecté,c18,1,hépatite
FR100925,3821,hépatite aiguë,CLINENTITY,Détecté,c18,1,hépatite
FR100925,3933,hépatite aiguë,CLINENTITY,Détecté,c18,1,hépatite
FR100925,3909,hépatite auto-immune,CLINENTITY,Détecté,c18,1,hépatite
FR100925,3378,bilan,EVENT,Détecté,c19,1,bilan
FR100925,4003,Patiente âgée de 29 ans,ACTOR (PATIENT),Détecté,c2,1,ans
FR100925,3423,Ac,EVENT,Détecté,c20,1,infection
FR100925,3438,Ac,EVENT,Détecté,c20,1,infection
FR100925,3408,infection,EVENT,Détecté,c20,1,infection
FR100925,3893,infection à EBV,CLINENTITY,Détecté,c20,1,infection
FR100925,4048,positifs,RML,Détecté,c20,1,infection
FR100925,4054,positifs,RML,Détecté,c20,1,infection
FR100925,3528,retenue,EVENT,Détecté,c20,1,infection
FR100925,3893,infection à EBV,CLINENTITY,Détecté,c21,2,"EBV, EBV"
FR100925,3925,infections à EBV,CLINENTITY,Détecté,c21,2,"EBV, EBV"
FR100925,3423,Ac,EVENT,Détecté,c22,1,Ac
FR100925,3438,Ac,EVENT,Détecté,c22,1,Ac
FR100925,3423,Ac,EVENT,Détecté,c23,1,Ac
FR100925,3438,Ac,EVENT,Détecté,c23,1,Ac
FR100925,4048,positifs,RML,Détecté,c23,1,Ac
FR100925,4054,positifs,RML,Détecté,c23,1,Ac
FR100925,3453,acyclovir,EVENT,Détecté,c24,1,acyclovir
FR100925,4060,10 jours,TIMEX3,Détecté,c25,1,jours
FR100925,3468,évolution,EVENT,Détecté,c26,1,évolution
FR100925,3483,apparition,EVENT,Détecté,c27,1,apparition
FR100925,3498/3901,ascite,EVENT/CLINENTITY,Détecté,c27,1,apparition
FR100925,3498/3901,ascite,EVENT/CLINENTITY,Détecté,c28,1,ascite
FR100925,3198,hépatite,EVENT,Détecté,c29,1,diagnostic
FR100925,3333/3877,hépatite,EVENT/CLINENTITY,Détecté,c29,1,diagnostic
FR100925,3513,hépatite,EVENT,Détecté,c29,1,diagnostic
FR100925,3909,hépatite auto-immune,CLINENTITY,Détecté,c29,1,diagnostic
FR100925,3153,carcinome,EVENT,Détecté,c3,1,carcinome
FR100925,3813,carcinome mammaire,CLINENTITY,Détecté,c3,1,carcinome
