doc,mention_id,texte_maillon,tete_lexicale,upos_tete,nature,fonction
FR100806,c22,un bon état général,état,NOUN,SNind,autre
FR100806,c23,un syndrome anémique clinique,syndrome,NOUN,SNind,autre
FR100806,c24,un abdomen légèrement augmenté de volume,abdomen,NOUN,SNind,autre
FR100806,c25,volume,volume,NOUN,SN∅,Obl
FR100806,c26,les lésions ulcéreuses endovaginales,lésions,NOUN,SNdef,autre
FR100806,c20,"une pression artérielle à 120 / 80 mmHg , un bon état général , un syndrome anémique clinique , un abdomen légèrement augmenté de volume et de les lésions ulcéreuses endovaginales",pression,NOUN,SNind,OD
FR100806,c27,La première biologie,biologie,NOUN,SNdef,Suj
FR100806,c5,l' IR majeure,IR,NOUN,SNdef,OD
FR100806,c29,2652 µmol/ l de créatinine,µmol/,NOUN,SNnum,Obl
FR100806,c30,50 mmol/l d' urée,mmol/l,NOUN,SNnum,autre
FR100806,c28,2652 µmol/ l de créatinine et 50 mmol/l d' urée,µmol/,NOUN,SNnum,Obl
FR100806,c31,l' ionogramme sanguin,ionogramme,NOUN,SNdef,Suj
FR100806,c32,la NFS,NFS,PROPN,Np,Suj
FR100806,c8,"anémie sévère à 4,5g / dl",anémie,NOUN,SN∅,OD
FR100806,c34,une thrombopénie à 88000 / mm 3,thrombopénie,NOUN,SNind,autre
FR100806,c33,"anémie sévère à 4,5g / dl et une thrombopénie à 88000 / mm 3",anémie,NOUN,SN∅,OD
FR100806,c33,ce tableau,tableau,NOUN,SNdem,Obl
FR100806,c1,elle,elle,PRON,Pro,Suj
FR100806,c36,soins intensifs,soins,NOUN,SN∅,autre
FR100806,c35,un service de soins intensifs,service,NOUN,SNind,Obl
FR100806,c37,hémodialyse quotidienne,hémodialyse,NOUN,SN∅,Obl
FR100806,c39,2 heures de temps,heures,NOUN,SNnum,autre
FR100806,c38,les séances courtes de 2 heures de temps,séances,NOUN,SNdef,Obl
FR100806,c41,5 poches de culot globulaire,poches,NOUN,SNnum,autre
FR100806,c40,une transfusion de 5 poches de culot globulaire,transfusion,NOUN,SNind,Obl
FR100806,c42,Trois jours,jours,NOUN,SNnum,Obl
FR100806,c1,la patiente,patiente,NOUN,SNdef,Suj
FR100806,c43,les douleurs abdominales,douleurs,NOUN,SNdef,OD
FR100806,c24,cet abdomen,abdomen,NOUN,SNdem,autre
FR100806,c44,L' examen de cet abdomen,examen,NOUN,SNdef,Suj
FR100806,c25,volume,volume,NOUN,SN∅,Obl
FR100806,c24,son,son,DET,Poss,autre
FR100806,c45,son ensemble,ensemble,NOUN,Poss,Obl
FR100806,c47,l' ombilic,ombilic,NOUN,SNdef,autre
FR100806,c46,un cri de l' ombilic,cri,NOUN,SNind,Obl
FR100806,c24,"un abdomen souple , mât , augmenté de volume , sensible dans son ensemble avec un cri de l' ombilic",abdomen,NOUN,SNind,OD
FR100806,c49,les beta HCG plasmatique,beta,NOUN,SNdef,autre
FR100806,c48,Le dosage de les beta HCG plasmatique,dosage,NOUN,SNdef,Suj
FR100806,c50,Deux échographies abdominales réalisées tour à tour,échographies,NOUN,SNnum,Suj
FR100806,c51,un liquide anéchogène de grande abondance,liquide,NOUN,SNind,OD
FR100806,c52,un utérus vide et non gravide,utérus,NOUN,SNind,Obl
FR100806,c53,Une ponction exploratrice réalisée,ponction,NOUN,SNind,Suj
FR100806,c54,un liquide hématique non coagulable,liquide,NOUN,SNind,OD
FR100806,c55,Les reins,reins,NOUN,SNdef,Suj
FR100806,c56,taille conservée,taille,NOUN,SN∅,Obl
FR100806,c57,On,On,PRON,Pro,Suj
FR100806,c59,les pourtours réguliers,pourtours,NOUN,SNdef,Obl
FR100806,c58,une hépatomégalie homogène à les pourtours réguliers,hépatomégalie,NOUN,SNind,OD
FR100806,c60,un pancréas normal,pancréas,NOUN,SNind,Obl
FR100806,c61,Une nouvelle biologie réalisée,biologie,NOUN,SNind,Suj
FR100806,c8,l' anémie,anémie,NOUN,SNdef,autre
FR100806,c62,la persistance de l' anémie,persistance,NOUN,SNdef,OD
FR100806,c63,les transfusions itératives,transfusions,NOUN,SNdef,Obl
FR100806,c65,hémoglobine,hémoglobine,NOUN,SN∅,autre
FR100806,c64,"un taux d' hémoglobine à 6,2g / dl sans schizocytes",taux,NOUN,SNind,Obl
FR100806,c66,schizocytes,schizocytes,NOUN,SN∅,autre
FR100806,c67,l' haptoglobine,haptoglobine,NOUN,SNdef,Suj
FR100806,c68,les LDH à 600 UI/ l,LDH,NOUN,SNdef,autre
FR100806,c69,une thrombopénie à 45000 / mm 3,thrombopénie,NOUN,SNind,autre
FR100806,c70,un TP à 31 %,TP,NOUN,SNind,autre
FR100806,c72,800 ng / ml,ng,NOUN,SNnum,autre
FR100806,c71,D-dimères à 800 ng / ml,D-dimères,NOUN,SN∅,autre
FR100806,c73,troubles phosphocalcique,troubles,NOUN,SN∅,OD
FR100806,c75,les protides sériques,protides,NOUN,SNdef,autre
FR100806,c74,l' électrophorèse de les protides sériques,électrophorèse,NOUN,SNdef,Suj
FR100806,c76,Une tomodensitométrie abdominale réalisée,tomodensitométrie,NOUN,SNind,Suj
FR100806,c78,la rate,rate,NOUN,SNdef,Obl
FR100806,c77,un hématome sous capsulaire spontané rompu de la rate,hématome,NOUN,SNind,OD
FR100806,c80,splénectomie totale,splénectomie,NOUN,SN∅,autre
FR100806,c79,Une prise en charge chirurgicale avec splénectomie totale,prise,NOUN,SNind,Suj
FR100806,c83,l' hémostase,hémostase,NOUN,SNdef,autre
FR100806,c82,les troubles de l' hémostase,troubles,NOUN,SNdef,autre
FR100806,c81,correction de les troubles de l' hémostase,correction,NOUN,SN∅,Obl
FR100806,c84,L' examen anatomopathologique réalisé,examen,NOUN,SNdef,Suj
FR100806,c78,la rate,rate,NOUN,SNdef,autre
FR100806,c85,fracture de la rate,fracture,NOUN,SN∅,autre
FR100806,c77,un hématome sous capsulaire avec fracture de la rate,hématome,NOUN,SNind,Obl
FR100806,c86,signe de malignité,signe,NOUN,SN∅,autre
FR100806,c87,Les suites opératoires,suites,NOUN,SNdef,Suj
FR100806,c88,Les séances de dialyse,séances,NOUN,SNdef,Suj
FR100806,c37,dialyse,dialyse,NOUN,SN∅,autre
FR100806,c89,une crise polyurique,crise,NOUN,SNind,Obl
FR100806,c90,le cinquième jour post opératoire,jour,NOUN,SNdef,Obl
FR100806,c91,Le bilan sanguin réalisé,bilan,NOUN,SNdef,Suj
FR100806,c65,hémoglobine,hémoglobine,NOUN,SN∅,autre
FR100806,c92,un taux d' hémoglobine à 10g / dl,taux,NOUN,SNind,OD
FR100806,c93,les plaquettes,plaquettes,NOUN,SNdef,autre
FR100806,c94,135000 / mm 3,135000,NUM,Autre,autre
FR100806,c95,Un TP à 65 %,TP,NOUN,SNind,autre
FR100806,c97,une créatininémie à 530µmol/ l,créatininémie,NOUN,SNind,autre
FR100806,c96,"une urémie à 11,6mmol/l et une créatininémie à 530µmol/ l",urémie,NOUN,SNind,autre
FR100806,c17,l' hospitalisation,hospitalisation,NOUN,SNdef,autre
FR100806,c98,4 semaines de l' hospitalisation,semaines,NOUN,SNnum,Obl
FR100806,c1,elle,elle,PRON,Pro,Suj
FR100806,c1,sa,sa,DET,Poss,autre
FR100806,c100,sa fonction rénale,fonction,NOUN,Poss,autre
FR100806,c99,une récupération partielle de sa fonction rénale,récupération,NOUN,SNind,OD
FR100806,c99,qui,qui,PRON,Pro,Suj
FR100806,c102,"25,52ml / min / 1,73m 2","25,52ml",NUM,Autre,Obl
FR100806,c101,"une clairance MDRD calculée à 25,52ml / min / 1,73m 2",clairance,NOUN,SNind,Obl
FR100806,c29,"265µmol/ l de créatinine équivalent à une clairance MDRD calculée à 25,52ml / min / 1,73m 2",l,NOUN,SNnum,Obl
FR100814,c2,33 ans,ans,NOUN,SNnum,autre
FR100814,c1,un patient de 33 ans,patient,NOUN,SNind,Obl
FR100814,c3,antécédents,antécédents,NOUN,SN∅,autre
FR100814,c5,le traitement,traitement,NOUN,SNdef,Obl
FR100814,c4,les sciatalgies rebelles à le traitement,sciatalgies,NOUN,SNdef,OD
FR100814,c6,6 mois,mois,NOUN,SNnum,Obl
FR100814,c7,L' IRM initiale,IRM,NOUN,SNdef,Suj
FR100814,c10,le canal sous pyramidal,canal,NOUN,SNdef,autre
FR100814,c9,l' échancrure sciatique droite à cheval sur le canal sous pyramidal,échancrure,NOUN,SNdef,Obl
FR100814,c11,iso-signal,iso-signal,NOUN,SN∅,autre
FR100814,c12,pondération T1,pondération,NOUN,SN∅,autre
FR100814,c13,hypersignal modéré hétérogène,hypersignal,NOUN,SN∅,autre
FR100814,c14,pondération T2,pondération,NOUN,SN∅,autre
FR100814,c8,"un processus centré sur l' échancrure sciatique droite à cheval sur le canal sous pyramidal , en iso-signal en pondération T1 et en hypersignal modéré hétérogène en pondération T2",processus,NOUN,SNind,OD
FR100814,c16,produit de contraste,produit,NOUN,SN∅,autre
FR100814,c15,l' injection de produit de contraste,injection,NOUN,SNdef,Obl
FR100814,c18,saturation de graisse,saturation,NOUN,SN∅,autre
FR100814,c17,les séquences en saturation de graisse,séquences,NOUN,SNdef,Obl
FR100814,c19,la masse,masse,NOUN,SNdef,Suj
FR100814,c20,l' injection de gadolinium,injection,NOUN,SNdef,Obl
FR100814,c21,gadolinium,gadolinium,NOUN,SN∅,autre
FR100814,c22,envahissement,envahissement,NOUN,SN∅,Obl
FR100814,c24,les tissus avoisinants,tissus,NOUN,SNdef,autre
FR100814,c23,infiltration de les tissus avoisinants,infiltration,NOUN,SN∅,autre
FR100814,c25,Le diagnostic retenu,diagnostic,NOUN,SNdef,Suj
FR100814,c26,un neurofibrome,neurofibrome,NOUN,SNind,autre
FR100814,c25,celui d' un neurofibrome,celui,PRON,Pro,autre
FR100814,c26,La tumeur,tumeur,NOUN,SNdef,Suj
FR100814,c27,l' examen anatomopathologique,examen,NOUN,SNdef,Suj
FR100814,c25,le diagnostic,diagnostic,NOUN,SNdef,OD
FR100826,c2,50 ans,ans,NOUN,SNnum,Obl
FR100826,c3,antécédents particuliers,antécédents,NOUN,SN∅,autre
FR100826,c4,don de rein,don,NOUN,SN∅,Obl
FR100826,c5,rein,rein,NOUN,SN∅,autre
FR100826,c6,une transplantation rénale,transplantation,NOUN,SNind,autre
FR100826,c1,"un homme âgé de 50 ans , sans antécédents particuliers , admis pour don de rein en vue d' une transplantation rénale",homme,NOUN,SNind,Obl
FR100826,c7,L' examen clinique,examen,NOUN,SNdef,Suj
FR100826,c9,TDM,TDM,NOUN,SN∅,autre
FR100826,c9,une tomodensitométrie ( TDM ) abdominale,tomodensitométrie,NOUN,SNind,Obl
FR100826,c8,Le bilan radiologique pré-greffe fait d' une tomodensitométrie ( TDM ) abdominale,fait,VERB,SNdef,autre
FR100826,c10,une VCI gauche,VCI,NOUN,SNind,OD
FR100826,c10,sa,sa,DET,Poss,autre
FR100826,c11,sa portion sous rénale,portion,NOUN,Poss,Obl
FR100826,c11,qui,qui,PRON,Pro,Suj
FR100826,c13,la veine rénale gauche,veine,NOUN,SNdef,autre
FR100826,c12,la hauteur de la veine rénale gauche,hauteur,NOUN,SNdef,Obl
FR100826,c14,un tronc commun,tronc,NOUN,SNind,OD
FR100826,c13,celle-ci,celle-ci,PRON,Pro,Obl
FR100826,c10,la VCI,VCI,PROPN,Np,autre
FR100826,c15,la portion pré-hépatique normale de la VCI située à droite,portion,NOUN,SNdef,Obl
FR100826,c16,l' aorte abdominale,aorte,NOUN,SNdef,OD
FR100826,c17,Le bilan biologique,bilan,NOUN,SNdef,Suj
FR100826,c19,le rein droit,rein,NOUN,SNdef,autre
FR100826,c18,la bonne qualité de le rein droit,qualité,NOUN,SNdef,Obl
FR100826,c20,le gauche,gauche,NOUN,SNdef,autre
FR100826,c23,longueur normale,longueur,NOUN,SN∅,autre
FR100826,c22,une artère et veine uniques de longueur normale,artère,NOUN,SNind,autre
FR100826,c21,la présence d' une artère et veine uniques de longueur normale,présence,NOUN,SNdef,autre
FR100826,c25,le prélèvement rénal gauche,prélèvement,NOUN,SNdef,autre
FR100826,c24,l' indication de le prélèvement rénal gauche,indication,NOUN,SNdef,Suj
FR100826,c26,L' exploration chirurgicale,exploration,NOUN,SNdef,Suj
FR100826,c10,une VCI gauche sous rénale,VCI,NOUN,SNind,OD
FR100826,c27,autres anomalies,anomalies,NOUN,SN∅,Obl
FR100826,c28,Les suites post-opératoires,suites,NOUN,SNdef,Suj
FR100826,c1,le donneur,donneur,NOUN,SNdef,Obl
FR100826,c29,une sortie à j3 post-opératoire,sortie,NOUN,SNind,Obl
FR100845,c2,24 ans,ans,NOUN,SNnum,Obl
FR100845,c1,une patiente âgée de 24 ans,patiente,NOUN,SNind,Obl
FR100845,c3,antécédents pathologiques notables,antécédents,NOUN,SN∅,autre
FR100845,c4,notion de consanguinité,notion,NOUN,SN∅,autre
FR100845,c5,consanguinité,consanguinité,NOUN,SN∅,autre
FR100845,c6,G1P0,G1P0,X,Autre,autre
FR100845,c8,37 SA,SA,NOUN,SN∅,Obl
FR100845,c10,les dernière règle précise,règle,NOUN,SNdef,autre
FR100845,c9,une date de les dernière règle précise,date,NOUN,SNind,Obl
FR100845,c11,un gynécologue privé,gynécologue,NOUN,SNind,Obl
FR100845,c12,une échographie,échographie,NOUN,SNind,Obl
FR100845,c13,17 SA,SA,NOUN,SN∅,autre
FR100845,c7,"Grossesse actuelle estimé a 37 SA selon une date de les dernière règle précise suivi chez un gynécologue privé , ayant bénéficié d' une échographie à 17 SA",Grossesse,NOUN,SN∅,autre
FR100845,c15,jumeaux conjoints,jumeaux,NOUN,SN∅,autre
FR100845,c14,le diagnostic de jumeaux conjoints,diagnostic,NOUN,SNdef,OD
FR100845,c16,patiente perdu de vue,patiente,NOUN,SN∅,autre
FR100845,c18,urgence obstétricale,urgence,NOUN,SN∅,Obl
FR100845,c19,début de travail,début,NOUN,SN∅,Obl
FR100845,c20,travail,travail,NOUN,SN∅,autre
FR100845,c17,Consulte en urgence obstétricale en début de travail .,Consulte,VERB,Sujet_zero,autre
FR100845,c21,L' examen clinique,examen,NOUN,SNdef,Suj
FR100845,c22,l' admission,admission,NOUN,SNdef,autre
FR100845,c1,"une patiente consciente , normo tendu , normo carde , eupnéique et apyrétique",patiente,NOUN,SNind,OD
FR100845,c23,L' examen obstétrical,examen,NOUN,SNdef,Suj
FR100845,c25,34 cm,cm,NOUN,SNnum,autre
FR100845,c24,une hauteur utérine à 34 cm,hauteur,NOUN,SNind,OD
FR100845,c27,un seul foyer,foyer,NOUN,SNind,autre
FR100845,c28,150 battements / min,battements,NOUN,SNnum,autre
FR100845,c26,BCF positif dans un seul foyer à 150 battements / min,BCF,NOUN,SN∅,autre
FR100845,c29,min,min,NOUN,SN∅,autre
FR100845,c30,contractions utérines positives,contractions,NOUN,SN∅,autre
FR100845,c31,le spéculum,spéculum,NOUN,SNdef,autre
FR100845,c32,col macroscopiquement normal,col,NOUN,SN∅,autre
FR100845,c33,métrorragie,métrorragie,NOUN,SN∅,autre
FR100845,c34,hydrorrhée,hydrorrhée,NOUN,SN∅,autre
FR100845,c35,le toucher vaginal,toucher,NOUN,SNdef,autre
FR100845,c37,1 doigt large,doigt,NOUN,SNnum,Obl
FR100845,c36,"col dilaté a 1 doigt large , effacé à 60 % central",col,NOUN,SN∅,autre
FR100845,c1,La patiente,patiente,NOUN,SNdef,Suj
FR100845,c38,une échographie obstétricale,échographie,NOUN,SNind,Obl
FR100845,c41,les deux rachis,rachis,NOUN,SNdef,autre
FR100845,c42,le niveau lombaire,niveau,NOUN,SNdef,autre
FR100845,c40,fusion de les deux rachis à le niveau lombaire,fusion,NOUN,SN∅,autre
FR100845,c39,une grossesse gémellaire monochoriale monoamniotique avec fusion de les deux rachis à le niveau lombaire,grossesse,NOUN,SNind,OD
FR100845,c44,un cœur unique,cœur,NOUN,SNind,autre
FR100845,c43,la présence d' un cœur unique,présence,NOUN,SNdef,autre
FR100845,c46,les membres supérieurs et inférieurs,membres,NOUN,SNdef,autre
FR100845,c45,le nombre de les membres supérieurs et inférieurs,nombre,NOUN,SNdef,Suj
FR100845,c47,L' aspect échographique,aspect,NOUN,SNdef,Suj
FR100845,c15,jumeaux conjoints,jumeaux,NOUN,SN∅,autre
FR100845,c14,le diagnostic de jumeaux conjoints,diagnostic,NOUN,SNdef,OD
FR100845,c1,La patiente,patiente,NOUN,SNdef,Suj
FR100845,c49,le contenu,contenu,NOUN,SNdef,autre
FR100845,c48,une radiographie de le contenu,radiographie,NOUN,SNind,Obl
FR100845,c41,deux rachis,rachis,NOUN,SNnum,autre
FR100845,c51,la région lombaire,région,NOUN,SNdef,autre
FR100845,c42,le niveau de la région lombaire,niveau,NOUN,SNdef,Obl
FR100845,c50,deux têtes fœtales avec deux rachis fusionnant à le niveau de la région lombaire,têtes,NOUN,SNnum,OD
FR100845,c1,la patiente,patiente,NOUN,SNdef,OD
FR100845,c53,l' accouchement,accouchement,NOUN,SNdef,autre
FR100845,c52,le pronostic de l' accouchement,pronostic,NOUN,SNdef,Obl
FR100845,c54,le pronostic fœtal,pronostic,NOUN,SNdef,autre
FR100845,c55,la décision,décision,NOUN,SNdef,Suj
FR100845,c56,la césarisée,césarisée,NOUN,SNdef,autre
FR100845,c57,L' extraction,extraction,NOUN,SNdef,Suj
FR100845,c58,la 2 ème tête,ème,NOUN,SNdef,Suj
FR100845,c59,hyper extension,extension,NOUN,SN∅,autre
FR100845,c60,L' Apgar,Apgar,PROPN,Np,Suj
FR100845,c61,la 1 ère minute,minute,NOUN,SNdef,autre
FR100845,c62,5 dixième,dixième,NOUN,SNnum,autre
FR100845,c63,7 dixième,dixième,ADJ,Autre,OD
FR100845,c64,la 5 minutes,minutes,NOUN,SNdef,Obl
FR100845,c65,Le poids de naissance,poids,NOUN,SNdef,Suj
FR100845,c66,3300g,3300g,NUM,Autre,autre
FR100845,c65,le,le,DET,SNdef,autre
FR100845,c68,les anomalies vasculaires,anomalies,NOUN,SNdef,Obl
FR100845,c69,trois artères,artères,NOUN,SNnum,autre
FR100845,c70,une veine,veine,NOUN,SNind,autre
FR100845,c67,"L' examen de le délivre objective de les anomalies vasculaires , trois artères et une veine",objective,VERB,SNdef,autre
FR100845,c72,les pédiatres,pédiatres,NOUN,SNdef,Obl
FR100845,c72,dont,dont,PRON,Pro,autre
FR100845,c73,l' examen initial,examen,NOUN,SNdef,Suj
FR100845,c74,une ectopie cardiaque,ectopie,NOUN,SNind,OD
FR100845,c76,deux trachées,trachées,NOUN,SNnum,autre
FR100845,c77,deux œsophages,œsophages,NOUN,SNnum,autre
FR100845,c75,deux trachées et deux œsophages,trachées,NOUN,SNnum,autre
FR100845,c71,Les jumeaux examinés par les pédiatres dont l' examen initial a décelé une ectopie cardiaque avec deux trachées et deux œsophages,jumeaux,NOUN,SNdef,Suj
FR100845,c78,aucune autre malformation,malformation,NOUN,SNind,Suj
FR100845,c71,Les jumeaux,jumeaux,NOUN,SNdef,Suj
FR100845,c76,les deux trachées ventilées,trachées,NOUN,SNdef,autre
FR100845,c80,le niveau de les deux trachées ventilées,niveau,NOUN,SNdef,Obl
FR100845,c79,une détresse respiratoire intubée à le niveau de les deux trachées ventilées,détresse,NOUN,SNind,OD
FR100845,c82,les mesures de réanimation,mesures,NOUN,SNdef,autre
FR100845,c81,échec de les mesures de réanimation,échec,NOUN,SN∅,Obl
FR100845,c83,réanimation,réanimation,NOUN,SN∅,autre
FR100845,c84,H 3 de vie,H,NOUN,SN∅,Obl
FR100845,c85,vie,vie,NOUN,SN∅,autre
FR100849,c1,Un homme de 45 ans,homme,NOUN,SNind,autre
FR100849,c2,antécédent pathologique notable,antécédent,NOUN,SN∅,autre
FR100849,c3,les urgences,urgences,NOUN,SNdef,Obl
FR100849,c5,epigastralgies fébrile,epigastralgies,NOUN,SN∅,autre
FR100849,c4,prise en charge d' epigastralgies fébrile,prise,NOUN,SN∅,Obl
FR100849,c6,l' admission,admission,NOUN,SNdef,Obl
FR100849,c1,patient IMC à 29,patient,NOUN,SN∅,autre
FR100849,c8,90 battements / min,battements,NOUN,SNnum,autre
FR100849,c7,un pouls à 90 battements / min,pouls,NOUN,SNind,autre
FR100849,c9,examen abdominal,examen,NOUN,SN∅,Suj
FR100849,c11,masse palpable,masse,NOUN,SN∅,autre
FR100849,c10,une défense épigastrique avec masse palpable,défense,NOUN,SNind,OD
FR100849,c13,l' examen somatique,examen,NOUN,SNdef,autre
FR100849,c12,le reste de l' examen somatique,reste,NOUN,SNdef,Suj
FR100849,c15,millimètre cube,millimètre,NOUN,SN∅,autre
FR100849,c14,les globules blancs à 20000 par millimètre cube,globules,NOUN,SNdef,autre
FR100849,c17,200 mg/l,mg/l,NOUN,SNnum,autre
FR100849,c16,Une CRP à 200 mg/l,CRP,NOUN,SNind,autre
FR100849,c18,Une tomodensitométrie,tomodensitométrie,NOUN,SNind,Suj
FR100849,c18,TDM,TDM,NOUN,SN∅,autre
FR100849,c19,une appendagite épiploïque compliqué d' abcès,appendagite,NOUN,SNind,OD
FR100849,c1,Patient,Patient,NOUN,SN∅,autre
FR100849,c20,le bloc,bloc,NOUN,SNdef,Obl
FR100849,c23,l' epiploon,epiploon,NOUN,SNdef,Obl
FR100849,c22,le colon transverse abcédé et colmaté par l' epiploon,colon,NOUN,SNdef,autre
FR100849,c21,une frange de le colon transverse abcédé et colmaté par l' epiploon,frange,NOUN,SNind,autre
FR100849,c24,le geste,geste,NOUN,SNdef,Suj
FR100849,c11,la masse,masse,NOUN,SNdef,autre
FR100849,c25,une résection de la masse,résection,NOUN,SNind,Obl
FR100849,c26,Les suites,suites,NOUN,SNdef,Suj
FR100849,c1,patient,patient,NOUN,SN∅,autre
FR100870,c1,Mr MD âgé de 67 ans,Mr,NOUN,SN∅,autre
FR100870,c2,dermatologie,dermatologie,NOUN,SN∅,Obl
FR100870,c3,la maladie de kaposi,maladie,NOUN,SNdef,Obl
FR100870,c4,kaposi,kaposi,NOUN,SN∅,autre
FR100870,c5,Le diagnostic de kaposi,diagnostic,NOUN,SNdef,Suj
FR100870,c3,kaposi,kaposi,NOUN,SN∅,autre
FR100870,c6,le tableau clinique et biologique suivant,tableau,NOUN,SNdef,Obl
FR100870,c8,les lésions papulonodulaires violacées,lésions,NOUN,SNdef,autre
FR100870,c10,les membres inférieurs,membres,NOUN,SNdef,autre
FR100870,c9,le niveau de les membres inférieurs,niveau,NOUN,SNdef,autre
FR100870,c7,apparition de les lésions papulonodulaires violacées à le niveau de les membres inférieurs,apparition,NOUN,SN∅,autre
FR100870,c11,une biopsie cutanée,biopsie,NOUN,SNind,autre
FR100870,c11,qui,qui,PRON,Pro,Suj
FR100870,c13,cellules fusiforme,cellules,NOUN,SN∅,autre
FR100870,c12,la présence de cellules fusiforme,présence,NOUN,SNdef,OD
FR100870,c14,la sérologie HHV-8,sérologie,NOUN,SNdef,Suj
FR100870,c14,qui,qui,PRON,Pro,Suj
FR100870,c16,VIH,VIH,X,SN∅,autre
FR100870,c17,hépatite B,hépatite,NOUN,SN∅,autre
FR100870,c18,C,C,X,SN∅,autre
FR100870,c15,"les sérologies VIH , hépatite B , C , cytomégalovirus",sérologies,NOUN,SNdef,Suj
FR100870,c19,cytomégalovirus,cytomégalovirus,NOUN,SN∅,autre
FR100870,c1,Le patient,patient,NOUN,SNdef,Suj
FR100870,c21,une radiothérapie,radiothérapie,NOUN,SNind,Obl
FR100870,c22,une chimiothérapie,chimiothérapie,NOUN,SNind,autre
FR100870,c20,une radiothérapie et d' une chimiothérapie,radiothérapie,NOUN,SNind,Obl
FR100870,c23,Sept ans,ans,NOUN,SNnum,Obl
FR100870,c1,Mr MD,Mr,PROPN,Np,Suj
FR100870,c2,dermatologie,dermatologie,NOUN,SN∅,autre
FR100870,c25,l' Hôpital Militaire d' Instruction Mohamed V de Rabat,Hôpital,NOUN,SNdef,autre
FR100870,c24,le service de dermatologie de l' Hôpital Militaire d' Instruction Mohamed V de Rabat,service,NOUN,SNdef,Obl
FR100870,c26,Rabat,Rabat,PROPN,Np,autre
FR100870,c8,les lésions anciennes de kaposi,lésions,NOUN,SNdef,autre
FR100870,c28,le niveau de les lésions anciennes de kaposi,niveau,NOUN,SNdef,autre
FR100870,c27,un œdème à le niveau de les lésions anciennes de kaposi,œdème,NOUN,SNind,Obl
FR100870,c3,kaposi,kaposi,NOUN,SN∅,autre
FR100870,c30,résonance magnétique,résonance,NOUN,SN∅,autre
FR100870,c29,IRM,IRM,NOUN,SN∅,autre
FR100870,c31,le pied concerné,pied,NOUN,SNdef,autre
FR100870,c29,L' imagerie par résonance magnétique ( IRM ) de le pied concerné,imagerie,NOUN,SNdef,Suj
FR100870,c32,une anomalie de signale,anomalie,NOUN,SNind,OD
FR100870,c34,le tendon d' achille,tendon,NOUN,SNdef,Obl
FR100870,c33,la graisse préachiléenne étendue à le tendon d' achille,graisse,NOUN,SNdef,OD
FR100870,c35,lésion ostéo-articulaire,lésion,NOUN,SN∅,Obl
FR100870,c36,un processus inflammatoire,processus,NOUN,SNind,autre
FR100870,c37,un bilan général,bilan,NOUN,SNind,OD
FR100870,c38,l' hémogramme,hémogramme,NOUN,SNdef,Suj
FR100870,c39,une anémie normochrome normocytaire,anémie,NOUN,SNind,OD
FR100870,c40,Hb,Hb,NOUN,SN∅,Suj
FR100870,c41,Le bilan biochimique,bilan,NOUN,SNdef,Suj
FR100870,c43,une créatinémie de 12mg/ l,créatinémie,NOUN,SNind,OD
FR100870,c44,une urémie de 53mg/l,urémie,NOUN,SNind,autre
FR100870,c45,une calcémie de 104mg/ l,calcémie,NOUN,SNind,autre
FR100870,c46,"une protéinurie de 24h de 0,09g / 24",protéinurie,NOUN,SNind,autre
FR100870,c42,"une créatinémie de 12mg/ l , une urémie de 53mg/l , une calcémie de 104mg/ l , une protéinurie de 24h de 0,09g / 24",créatinémie,NOUN,SNind,OD
FR100870,c47,L' IRM médullaire,IRM,NOUN,SNdef,Suj
FR100870,c48,lésions osseuses,lésions,NOUN,SN∅,OD
FR100870,c50,les protéines sériques,protéines,NOUN,SNdef,autre
FR100870,c49,L' électrophorèse capillaire de les protéines sériques,électrophorèse,NOUN,SNdef,Suj
FR100870,c54,les gammaglobulines,gammaglobulines,NOUN,SNdef,autre
FR100870,c53,la zone de les gammaglobulines,zone,NOUN,SNdef,Obl
FR100870,c52,"un pic étroit d' aspect monoclonal chiffré à 15,76g/l migrant dans la zone de les gammaglobulines",pic,NOUN,SNind,autre
FR100870,c51,"une découverte fortuite d' un pic étroit d' aspect monoclonal chiffré à 15,76g/l migrant dans la zone de les gammaglobulines .",découverte,NOUN,SNind,OD
FR100870,c50,les protéines sériques,protéines,NOUN,SNdef,autre
FR100870,c55,L' immunosoustraction de les protéines sériques,immunosoustraction,NOUN,SNdef,Suj
FR100870,c56,l' immunoglobuline monoclonale,immunoglobuline,NOUN,SNdef,OD
FR100870,c56,IgG lambda,IgG,X,SN∅,autre
FR100870,c58,les protéines urinaires,protéines,NOUN,SNdef,autre
FR100870,c57,L' immunofixation de les protéines urinaires,immunofixation,NOUN,SNdef,Suj
FR100870,c60,chaînes légères libres monoclonales d' isotypie lambda,chaînes,NOUN,SN∅,autre
FR100870,c59,la présence de chaînes légères libres monoclonales d' isotypie lambda,présence,NOUN,SNdef,OD
FR100870,c62,10mg/ l,l,NOUN,SNnum,Obl
FR100870,c61,concentration inférieure à 10mg/ l,concentration,NOUN,SN∅,autre
FR100870,c63,Le bilan phosphocalcique,bilan,NOUN,SNdef,Suj
FR100870,c65,93mg/ l,l,NOUN,SNnum,autre
FR100870,c66,phosphore,phosphore,NOUN,SN∅,autre
FR100870,c67,32mg/L,32mg/L,NOUN,SN∅,autre
FR100870,c68,la fonction rénale,fonction,NOUN,SNdef,autre
