doc,entite_source,source_type,relation,entite_cible,cible_type,texte_contexte
FR100903,Patiente de 24 ans,ACTOR,Non annoté,Indéterminé,Aucun,"Patiente de 24 ans, primipare, sans antécédents médicaux ou chirurgicaux intéressants."
FR100903,un fœtus de 20 semaines aménorrhée,ACTOR,Non annoté,Indéterminé,Aucun,Une nouvelle échographie de contrôle à 20 semaines a mis en évidence les résultats suivants: une biométrie de périmètre crânienne et une longueur du fémur normales pour un fœtus de 20 semaines aménorrhée.
FR100903,un fœtus de 29 semaines aménorrhée,ACTOR,Non annoté,Indéterminé,Aucun,"Cependant, la circonférence abdominale (254 mm) correspondait à un fœtus de 29 semaines aménorrhée, en rapport à un hydrops fœtal généralisé."
FR100903,la patiente,ACTOR,Non annoté,Indéterminé,Aucun,"Après avoir écarté les causes les plus fréquentes: isoimmunisation (Coombs indirect négatif), infections (sérologies négatives) sans pouvoir avoir un caryotype dû au rejet de la patiente, les résultats des ultrasons nous ont fait réfléchir à la possibilité d'un hydroscope fœtal secondaire au syndrome CHAOS, étant pathognomonique l'image d'une hypertrophie pulmonaire avec inversion ou convexité des diaphragmes."
FR100903,un nouveau-né,ACTOR,Non annoté,Indéterminé,Aucun,"L'évolution de la grossesse a été marquée par la survenue À la 24 e semaine d'aménorrhée d'un accouchement prématuré qui a donné la naissance d'un nouveau-né avec un poids de naissance de 1475g, polymalformés, présentant une ambiguïté sexuelle, avec un abdomen distendu et une polydactylie."
FR100903,Le nouveau-né,ACTOR,Non annoté,Indéterminé,Aucun,Le nouveau-né est décédé à 3 min du post partum.
FR100903,33 semaines,TIMEX3,Non annoté,Indéterminé,Aucun,"Lors des contrôles échographiques ultérieurs (23 semaines d'aménorrhées), la biométrie correspondait à 33 semaines d'aménorrhées, avec un grand œdème sous-cutané, un oligoamnios sévère et une ascite massive."
FR100903,post partum,TIMEX3,Non annoté,Indéterminé,Aucun,Le nouveau-né est décédé à 3 min du post partum.
FR100919,signes,EVENT,OVERLAP,prise,EVENT,Nous rapportons ici le cas d'une patiente qui présente ces signes buccaux depuis 2 ans et dont les bilans biologiques ont révélé une anémie normocytaire ferriprive avec carence en vitamine B12.
FR100919,signes,EVENT,CONTAINS,rapportons,EVENT,Nous rapportons ici le cas d'une patiente qui présente ces signes buccaux depuis 2 ans et dont les bilans biologiques ont révélé une anémie normocytaire ferriprive avec carence en vitamine B12.
FR100919,signes,EVENT,CONTAINS,bilans,EVENT,Nous rapportons ici le cas d'une patiente qui présente ces signes buccaux depuis 2 ans et dont les bilans biologiques ont révélé une anémie normocytaire ferriprive avec carence en vitamine B12.
FR100919,anémie,EVENT,CONTAINS,bilans,EVENT,Nous rapportons ici le cas d'une patiente qui présente ces signes buccaux depuis 2 ans et dont les bilans biologiques ont révélé une anémie normocytaire ferriprive avec carence en vitamine B12.
FR100919,carence,EVENT,CONTAINS,bilans,EVENT,Nous rapportons ici le cas d'une patiente qui présente ces signes buccaux depuis 2 ans et dont les bilans biologiques ont révélé une anémie normocytaire ferriprive avec carence en vitamine B12.
FR100919,prise,EVENT,OVERLAP,étiologie,EVENT,La prise prolongée du metformine a été considérée comme étiologie de l'avitaminose B12 en attendant d'écarter d'autres causes probables.
FR100919,prise,EVENT,OVERLAP,correction,EVENT,La prise prolongée du metformine a été considérée comme étiologie de l'avitaminose B12 en attendant d'écarter d'autres causes probables.
FR100919,prise,EVENT,CONTAINS,considérée,EVENT,La prise prolongée du metformine a été considérée comme étiologie de l'avitaminose B12 en attendant d'écarter d'autres causes probables.
FR100919,considérée,EVENT,BEFORE,écarter,EVENT,La prise prolongée du metformine a été considérée comme étiologie de l'avitaminose B12 en attendant d'écarter d'autres causes probables.
FR100919,correction,EVENT,CONTAINS,injection,EVENT,La correction par injection intramusculaire d'hydroxocobalamine avec du fer par voie orale ont permis la normalisation des taux sériques et la disparition des signes cliniques.
FR100919,correction,EVENT,BEFORE,normalisation,EVENT,La correction par injection intramusculaire d'hydroxocobalamine avec du fer par voie orale ont permis la normalisation des taux sériques et la disparition des signes cliniques.
FR100919,correction,EVENT,BEFORE,disparition,EVENT,La correction par injection intramusculaire d'hydroxocobalamine avec du fer par voie orale ont permis la normalisation des taux sériques et la disparition des signes cliniques.
FR100919,correction,EVENT,BEFORE,adressée,EVENT,La correction par injection intramusculaire d'hydroxocobalamine avec du fer par voie orale ont permis la normalisation des taux sériques et la disparition des signes cliniques.
FR100919,disparition,EVENT,TERMINATES,signes,EVENT,La correction par injection intramusculaire d'hydroxocobalamine avec du fer par voie orale ont permis la normalisation des taux sériques et la disparition des signes cliniques.
FR100919,signes,EVENT,ENDS-ON,disparition,EVENT,La correction par injection intramusculaire d'hydroxocobalamine avec du fer par voie orale ont permis la normalisation des taux sériques et la disparition des signes cliniques.
FR100919,adressée,EVENT,BEFORE,bilan,EVENT,La patiente a été adressée à un centre spécialisé pour un bilan étiologique plus poussé.
FR100919,2 ans,TIMEX3,SIMULTANEOUS,signes,EVENT,Nous rapportons ici le cas d'une patiente qui présente ces signes buccaux depuis 2 ans et dont les bilans biologiques ont révélé une anémie normocytaire ferriprive avec carence en vitamine B12.
FR100919,révélé,EVENT,Non annoté,Indéterminé,Aucun,Nous rapportons ici le cas d'une patiente qui présente ces signes buccaux depuis 2 ans et dont les bilans biologiques ont révélé une anémie normocytaire ferriprive avec carence en vitamine B12.
FR100919,causes,EVENT,Non annoté,Indéterminé,Aucun,La prise prolongée du metformine a été considérée comme étiologie de l'avitaminose B12 en attendant d'écarter d'autres causes probables.
FR100919,cas,EVENT,Non annoté,Indéterminé,Aucun,Ce cas clinique met en relief le rôle important que peut jouer le médecin dentiste dans le diagnostic précoce de la déficience en vitamine B12 et la prévention de son évolution qui peut être dramatique en cas de découverte tardive.
FR100919,rôle,EVENT,Non annoté,Indéterminé,Aucun,Ce cas clinique met en relief le rôle important que peut jouer le médecin dentiste dans le diagnostic précoce de la déficience en vitamine B12 et la prévention de son évolution qui peut être dramatique en cas de découverte tardive.
FR100919,diagnostic,EVENT,Non annoté,Indéterminé,Aucun,Ce cas clinique met en relief le rôle important que peut jouer le médecin dentiste dans le diagnostic précoce de la déficience en vitamine B12 et la prévention de son évolution qui peut être dramatique en cas de découverte tardive.
FR100919,déficience,EVENT,Non annoté,Indéterminé,Aucun,Ce cas clinique met en relief le rôle important que peut jouer le médecin dentiste dans le diagnostic précoce de la déficience en vitamine B12 et la prévention de son évolution qui peut être dramatique en cas de découverte tardive.
FR100919,prévention,EVENT,Non annoté,Indéterminé,Aucun,Ce cas clinique met en relief le rôle important que peut jouer le médecin dentiste dans le diagnostic précoce de la déficience en vitamine B12 et la prévention de son évolution qui peut être dramatique en cas de découverte tardive.
FR100919,découverte,EVENT,Non annoté,Indéterminé,Aucun,Ce cas clinique met en relief le rôle important que peut jouer le médecin dentiste dans le diagnostic précoce de la déficience en vitamine B12 et la prévention de son évolution qui peut être dramatique en cas de découverte tardive.
FR100919,signes buccaux,CLINENTITY,Non annoté,Indéterminé,Aucun,Nous rapportons ici le cas d'une patiente qui présente ces signes buccaux depuis 2 ans et dont les bilans biologiques ont révélé une anémie normocytaire ferriprive avec carence en vitamine B12.
FR100919,anémie normocytaire,CLINENTITY,Non annoté,Indéterminé,Aucun,Nous rapportons ici le cas d'une patiente qui présente ces signes buccaux depuis 2 ans et dont les bilans biologiques ont révélé une anémie normocytaire ferriprive avec carence en vitamine B12.
FR100919,carence en vitamine B12,CLINENTITY,Non annoté,Indéterminé,Aucun,Nous rapportons ici le cas d'une patiente qui présente ces signes buccaux depuis 2 ans et dont les bilans biologiques ont révélé une anémie normocytaire ferriprive avec carence en vitamine B12.
FR100919,avitaminose,CLINENTITY,Non annoté,Indéterminé,Aucun,La prise prolongée du metformine a été considérée comme étiologie de l'avitaminose B12 en attendant d'écarter d'autres causes probables.
FR100919,déficience en vitamine B12,CLINENTITY,Non annoté,Indéterminé,Aucun,Ce cas clinique met en relief le rôle important que peut jouer le médecin dentiste dans le diagnostic précoce de la déficience en vitamine B12 et la prévention de son évolution qui peut être dramatique en cas de découverte tardive.
FR100919,Nous,ACTOR,Non annoté,Indéterminé,Aucun,Nous rapportons ici le cas d'une patiente qui présente ces signes buccaux depuis 2 ans et dont les bilans biologiques ont révélé une anémie normocytaire ferriprive avec carence en vitamine B12.
FR100919,une patiente,ACTOR,Non annoté,Indéterminé,Aucun,Nous rapportons ici le cas d'une patiente qui présente ces signes buccaux depuis 2 ans et dont les bilans biologiques ont révélé une anémie normocytaire ferriprive avec carence en vitamine B12.
FR100919,La patiente,ACTOR,Non annoté,Indéterminé,Aucun,La patiente a été adressée à un centre spécialisé pour un bilan étiologique plus poussé.
FR100919,le médecin dentiste,ACTOR,Non annoté,Indéterminé,Aucun,Ce cas clinique met en relief le rôle important que peut jouer le médecin dentiste dans le diagnostic précoce de la déficience en vitamine B12 et la prévention de son évolution qui peut être dramatique en cas de découverte tardive.
FR100921,douleur,EVENT,SIMULTANEOUS,1 an,TIMEX3,Nous rapportons le cas d'une patiente de 30 ans présentant une douleur de la fesse droite depuis 1 an.
FR100921,douleur,EVENT,CONTAINS,palpation,EVENT,Nous rapportons le cas d'une patiente de 30 ans présentant une douleur de la fesse droite depuis 1 an.
FR100921,douleur,EVENT,CONTAINS,rapportons,EVENT,Nous rapportons le cas d'une patiente de 30 ans présentant une douleur de la fesse droite depuis 1 an.
FR100921,palpation,EVENT,BEFORE,imagerie,EVENT,La palpation a révélé un signe de Tinel positif.
FR100921,signe,EVENT,CONTAINS,palpation,EVENT,La palpation a révélé un signe de Tinel positif.
FR100921,imagerie,EVENT,SIMULTANEOUS,IRM,EVENT,"Une imagerie par résonnance magnétique (IRM) a été réalisée qui a objectivé une masse grossièrement arrondie, régulière de 2 cm de diamètre en contact intime avec le nerf grand sciatique."
FR100921,imagerie,EVENT,BEFORE,exérèse,EVENT,"Une imagerie par résonnance magnétique (IRM) a été réalisée qui a objectivé une masse grossièrement arrondie, régulière de 2 cm de diamètre en contact intime avec le nerf grand sciatique."
FR100921,masse,EVENT,CONTAINS,imagerie,EVENT,"Une imagerie par résonnance magnétique (IRM) a été réalisée qui a objectivé une masse grossièrement arrondie, régulière de 2 cm de diamètre en contact intime avec le nerf grand sciatique."
FR100921,exérèse,EVENT,SIMULTANEOUS,exérèse,EVENT,Une exérèse complète de la tumeur a été réalisée.
FR100921,exérèse,EVENT,BEFORE,disparition,EVENT,Cette exérèse a permis la disparition de la douleur et l'examen anatomopathologique a conclu à un schwannome plexiforme.
FR100921,exérèse,EVENT,BEFORE,examen,EVENT,Cette exérèse a permis la disparition de la douleur et l'examen anatomopathologique a conclu à un schwannome plexiforme.
FR100921,disparition,EVENT,TERMINATES,douleur,EVENT,Cette exérèse a permis la disparition de la douleur et l'examen anatomopathologique a conclu à un schwannome plexiforme.
FR100921,douleur,EVENT,ENDS-ON,disparition,EVENT,Cette exérèse a permis la disparition de la douleur et l'examen anatomopathologique a conclu à un schwannome plexiforme.
FR100921,schwannome,EVENT,CONTAINS,examen,EVENT,Cette exérèse a permis la disparition de la douleur et l'examen anatomopathologique a conclu à un schwannome plexiforme.
FR100921,positif,RML,PERTAINS,signe,EVENT,La palpation a révélé un signe de Tinel positif.
FR100921,2 cm de diamètre,RML,PERTAINS,masse,EVENT,"Une imagerie par résonnance magnétique (IRM) a été réalisée qui a objectivé une masse grossièrement arrondie, régulière de 2 cm de diamètre en contact intime avec le nerf grand sciatique."
FR100921,révélé,EVENT,Non annoté,Indéterminé,Aucun,La palpation a révélé un signe de Tinel positif.
FR100921,objectivé,EVENT,Non annoté,Indéterminé,Aucun,"Une imagerie par résonnance magnétique (IRM) a été réalisée qui a objectivé une masse grossièrement arrondie, régulière de 2 cm de diamètre en contact intime avec le nerf grand sciatique."
FR100921,conclu,EVENT,Non annoté,Indéterminé,Aucun,Cette exérèse a permis la disparition de la douleur et l'examen anatomopathologique a conclu à un schwannome plexiforme.
FR100921,douleur de la fesse,CLINENTITY,Non annoté,Indéterminé,Aucun,Nous rapportons le cas d'une patiente de 30 ans présentant une douleur de la fesse droite depuis 1 an.
FR100921,masse,CLINENTITY,Non annoté,Indéterminé,Aucun,"Une imagerie par résonnance magnétique (IRM) a été réalisée qui a objectivé une masse grossièrement arrondie, régulière de 2 cm de diamètre en contact intime avec le nerf grand sciatique."
FR100921,tumeur,CLINENTITY,Non annoté,Indéterminé,Aucun,Une exérèse complète de la tumeur a été réalisée.
FR100921,douleur,CLINENTITY,Non annoté,Indéterminé,Aucun,Cette exérèse a permis la disparition de la douleur et l'examen anatomopathologique a conclu à un schwannome plexiforme.
FR100921,schwannome,CLINENTITY,Non annoté,Indéterminé,Aucun,Cette exérèse a permis la disparition de la douleur et l'examen anatomopathologique a conclu à un schwannome plexiforme.
FR100921,la fesse droite,BODYPART,Non annoté,Indéterminé,Aucun,Nous rapportons le cas d'une patiente de 30 ans présentant une douleur de la fesse droite depuis 1 an.
FR100921,le nerf grand sciatique,BODYPART,Non annoté,Indéterminé,Aucun,"Une imagerie par résonnance magnétique (IRM) a été réalisée qui a objectivé une masse grossièrement arrondie, régulière de 2 cm de diamètre en contact intime avec le nerf grand sciatique."
FR100921,Nous,ACTOR,Non annoté,Indéterminé,Aucun,Nous rapportons le cas d'une patiente de 30 ans présentant une douleur de la fesse droite depuis 1 an.
FR100921,une patiente de 30 ans,ACTOR,Non annoté,Indéterminé,Aucun,Nous rapportons le cas d'une patiente de 30 ans présentant une douleur de la fesse droite depuis 1 an.
FR100925,carcinome,EVENT,CONTAINS,hospitalisée,EVENT,"Patiente âgée de 29 ans, suivie pour un carcinome mammaire prévu pour radio-chimiothérapie, hospitalisée au service pour une hépatite aiguë grave (ictère fébrile, hyper-transaminasémie avec ASAT à 47 la normale et ALAT à 23 la normale et un taux de prothrombine à 25%)."
FR100925,radio-chimiothérapie,EVENT,OVERLAP,carcinome,EVENT,"Patiente âgée de 29 ans, suivie pour un carcinome mammaire prévu pour radio-chimiothérapie, hospitalisée au service pour une hépatite aiguë grave (ictère fébrile, hyper-transaminasémie avec ASAT à 47 la normale et ALAT à 23 la normale et un taux de prothrombine à 25%)."
FR100925,hospitalisée,EVENT,CONTAINS,Doppler,EVENT,"Patiente âgée de 29 ans, suivie pour un carcinome mammaire prévu pour radio-chimiothérapie, hospitalisée au service pour une hépatite aiguë grave (ictère fébrile, hyper-transaminasémie avec ASAT à 47 la normale et ALAT à 23 la normale et un taux de prothrombine à 25%)."
FR100925,hépatite,EVENT,SIMULTANEOUS,ictère,EVENT,"Patiente âgée de 29 ans, suivie pour un carcinome mammaire prévu pour radio-chimiothérapie, hospitalisée au service pour une hépatite aiguë grave (ictère fébrile, hyper-transaminasémie avec ASAT à 47 la normale et ALAT à 23 la normale et un taux de prothrombine à 25%)."
FR100925,hépatite,EVENT,SIMULTANEOUS,taux,EVENT,"Patiente âgée de 29 ans, suivie pour un carcinome mammaire prévu pour radio-chimiothérapie, hospitalisée au service pour une hépatite aiguë grave (ictère fébrile, hyper-transaminasémie avec ASAT à 47 la normale et ALAT à 23 la normale et un taux de prothrombine à 25%)."
FR100925,hépatite,EVENT,OVERLAP,hospitalisée,EVENT,"Patiente âgée de 29 ans, suivie pour un carcinome mammaire prévu pour radio-chimiothérapie, hospitalisée au service pour une hépatite aiguë grave (ictère fébrile, hyper-transaminasémie avec ASAT à 47 la normale et ALAT à 23 la normale et un taux de prothrombine à 25%)."
FR100925,hépatite,EVENT,SIMULTANEOUS,hyper-transaminasémie,EVENT,"Patiente âgée de 29 ans, suivie pour un carcinome mammaire prévu pour radio-chimiothérapie, hospitalisée au service pour une hépatite aiguë grave (ictère fébrile, hyper-transaminasémie avec ASAT à 47 la normale et ALAT à 23 la normale et un taux de prothrombine à 25%)."
FR100925,hyper-transaminasémie,EVENT,SIMULTANEOUS,ASAT,EVENT,"Patiente âgée de 29 ans, suivie pour un carcinome mammaire prévu pour radio-chimiothérapie, hospitalisée au service pour une hépatite aiguë grave (ictère fébrile, hyper-transaminasémie avec ASAT à 47 la normale et ALAT à 23 la normale et un taux de prothrombine à 25%)."
FR100925,hyper-transaminasémie,EVENT,SIMULTANEOUS,ALAT,EVENT,"Patiente âgée de 29 ans, suivie pour un carcinome mammaire prévu pour radio-chimiothérapie, hospitalisée au service pour une hépatite aiguë grave (ictère fébrile, hyper-transaminasémie avec ASAT à 47 la normale et ALAT à 23 la normale et un taux de prothrombine à 25%)."
FR100925,libres,EVENT,CONTAINS,Doppler,EVENT,"Les hépatites virales A, B, C et E étaient négatives et les veines sus-hépatiques étaient libres au Doppler."
FR100925,Doppler,EVENT,BEFORE,suspectée,EVENT,"Les hépatites virales A, B, C et E étaient négatives et les veines sus-hépatiques étaient libres au Doppler."
FR100925,Doppler,EVENT,OVERLAP,hépatites,EVENT,"Les hépatites virales A, B, C et E étaient négatives et les veines sus-hépatiques étaient libres au Doppler."
FR100925,hépatite,EVENT,CONTAINS,suspectée,EVENT,Une hépatite non alphabétique était suspectée devant l'ictère fébrile et le bilan avait révélé une infection à EBV récente retenue devant des Ac anti-VCA type IgM/G et Ac anti-EBNA type IgG positifs.
FR100925,suspectée,EVENT,BEFORE,acyclovir,EVENT,Une hépatite non alphabétique était suspectée devant l'ictère fébrile et le bilan avait révélé une infection à EBV récente retenue devant des Ac anti-VCA type IgM/G et Ac anti-EBNA type IgG positifs.
FR100925,suspectée,EVENT,OVERLAP,bilan,EVENT,Une hépatite non alphabétique était suspectée devant l'ictère fébrile et le bilan avait révélé une infection à EBV récente retenue devant des Ac anti-VCA type IgM/G et Ac anti-EBNA type IgG positifs.
FR100925,ictère,EVENT,OVERLAP,hépatite,EVENT,Une hépatite non alphabétique était suspectée devant l'ictère fébrile et le bilan avait révélé une infection à EBV récente retenue devant des Ac anti-VCA type IgM/G et Ac anti-EBNA type IgG positifs.
FR100925,infection,EVENT,CONTAINS,bilan,EVENT,Une hépatite non alphabétique était suspectée devant l'ictère fébrile et le bilan avait révélé une infection à EBV récente retenue devant des Ac anti-VCA type IgM/G et Ac anti-EBNA type IgG positifs.
FR100925,infection,EVENT,OVERLAP,Ac,EVENT,Une hépatite non alphabétique était suspectée devant l'ictère fébrile et le bilan avait révélé une infection à EBV récente retenue devant des Ac anti-VCA type IgM/G et Ac anti-EBNA type IgG positifs.
FR100925,Ac,EVENT,SIMULTANEOUS,Ac,EVENT,Une hépatite non alphabétique était suspectée devant l'ictère fébrile et le bilan avait révélé une infection à EBV récente retenue devant des Ac anti-VCA type IgM/G et Ac anti-EBNA type IgG positifs.
FR100925,acyclovir,EVENT,OVERLAP,évolution,EVENT,La patiente était traitée par l'acyclovir pendant 10 jours.
FR100925,évolution,EVENT,CONTAINS,apparition,EVENT,L'évolution était marquée par l'apparition d'une ascite et le diagnostic d'une hépatite auto-immune type était retenue consécutivement sur des arguments biologiques (un pic gamma à l'électrophorèse des protéines sériques et des anticorps anti-nucléaires positifs) et histologiques.
FR100925,évolution,EVENT,OVERLAP,rémission,EVENT,L'évolution était marquée par l'apparition d'une ascite et le diagnostic d'une hépatite auto-immune type était retenue consécutivement sur des arguments biologiques (un pic gamma à l'électrophorèse des protéines sériques et des anticorps anti-nucléaires positifs) et histologiques.
FR100925,apparition,EVENT,BEFORE,retenue,EVENT,L'évolution était marquée par l'apparition d'une ascite et le diagnostic d'une hépatite auto-immune type était retenue consécutivement sur des arguments biologiques (un pic gamma à l'électrophorèse des protéines sériques et des anticorps anti-nucléaires positifs) et histologiques.
FR100925,ascite,EVENT,BEGINS-ON,apparition,EVENT,L'évolution était marquée par l'apparition d'une ascite et le diagnostic d'une hépatite auto-immune type était retenue consécutivement sur des arguments biologiques (un pic gamma à l'électrophorèse des protéines sériques et des anticorps anti-nucléaires positifs) et histologiques.
FR100925,hépatite,EVENT,CONTAINS,retenue,EVENT,L'évolution était marquée par l'apparition d'une ascite et le diagnostic d'une hépatite auto-immune type était retenue consécutivement sur des arguments biologiques (un pic gamma à l'électrophorèse des protéines sériques et des anticorps anti-nucléaires positifs) et histologiques.
FR100925,pic,EVENT,CONTAINS,électrophorèse,EVENT,L'évolution était marquée par l'apparition d'une ascite et le diagnostic d'une hépatite auto-immune type était retenue consécutivement sur des arguments biologiques (un pic gamma à l'électrophorèse des protéines sériques et des anticorps anti-nucléaires positifs) et histologiques.
FR100925,pic,EVENT,CONTAINS,arguments,EVENT,L'évolution était marquée par l'apparition d'une ascite et le diagnostic d'une hépatite auto-immune type était retenue consécutivement sur des arguments biologiques (un pic gamma à l'électrophorèse des protéines sériques et des anticorps anti-nucléaires positifs) et histologiques.
FR100925,anticorps,EVENT,CONTAINS,arguments,EVENT,L'évolution était marquée par l'apparition d'une ascite et le diagnostic d'une hépatite auto-immune type était retenue consécutivement sur des arguments biologiques (un pic gamma à l'électrophorèse des protéines sériques et des anticorps anti-nucléaires positifs) et histologiques.
FR100925,histologiques,EVENT,CONTAINS,arguments,EVENT,L'évolution était marquée par l'apparition d'une ascite et le diagnostic d'une hépatite auto-immune type était retenue consécutivement sur des arguments biologiques (un pic gamma à l'électrophorèse des protéines sériques et des anticorps anti-nucléaires positifs) et histologiques.
FR100925,corticothérapie,EVENT,OVERLAP,rémission,EVENT,Une rémission clinico-biologique était obtenue sous corticothérapie.
FR100925,47 la normale,RML,PERTAINS,ASAT,EVENT,"Patiente âgée de 29 ans, suivie pour un carcinome mammaire prévu pour radio-chimiothérapie, hospitalisée au service pour une hépatite aiguë grave (ictère fébrile, hyper-transaminasémie avec ASAT à 47 la normale et ALAT à 23 la normale et un taux de prothrombine à 25%)."
FR100925,23 la normale,RML,PERTAINS,ALAT,EVENT,"Patiente âgée de 29 ans, suivie pour un carcinome mammaire prévu pour radio-chimiothérapie, hospitalisée au service pour une hépatite aiguë grave (ictère fébrile, hyper-transaminasémie avec ASAT à 47 la normale et ALAT à 23 la normale et un taux de prothrombine à 25%)."
FR100925,25%,RML,PERTAINS,taux,EVENT,"Patiente âgée de 29 ans, suivie pour un carcinome mammaire prévu pour radio-chimiothérapie, hospitalisée au service pour une hépatite aiguë grave (ictère fébrile, hyper-transaminasémie avec ASAT à 47 la normale et ALAT à 23 la normale et un taux de prothrombine à 25%)."
FR100925,négatives,RML,PERTAINS,hépatites,EVENT,"Les hépatites virales A, B, C et E étaient négatives et les veines sus-hépatiques étaient libres au Doppler."
FR100925,positifs,RML,PERTAINS,Ac,EVENT,Une hépatite non alphabétique était suspectée devant l'ictère fébrile et le bilan avait révélé une infection à EBV récente retenue devant des Ac anti-VCA type IgM/G et Ac anti-EBNA type IgG positifs.
FR100925,positifs,RML,PERTAINS,Ac,EVENT,Une hépatite non alphabétique était suspectée devant l'ictère fébrile et le bilan avait révélé une infection à EBV récente retenue devant des Ac anti-VCA type IgM/G et Ac anti-EBNA type IgG positifs.
FR100925,positifs,RML,PERTAINS,anticorps,EVENT,L'évolution était marquée par l'apparition d'une ascite et le diagnostic d'une hépatite auto-immune type était retenue consécutivement sur des arguments biologiques (un pic gamma à l'électrophorèse des protéines sériques et des anticorps anti-nucléaires positifs) et histologiques.
FR100925,10 jours,TIMEX3,BEGINS-ON,acyclovir,EVENT,La patiente était traitée par l'acyclovir pendant 10 jours.
FR100925,révélé,EVENT,Non annoté,Indéterminé,Aucun,Une hépatite non alphabétique était suspectée devant l'ictère fébrile et le bilan avait révélé une infection à EBV récente retenue devant des Ac anti-VCA type IgM/G et Ac anti-EBNA type IgG positifs.
FR100925,infections,EVENT,Non annoté,Indéterminé,Aucun,Les infections à EBV doivent être recherchées devant tout tableau d'hépatite aiguë fébrile survenant sur un terrain d'immunodépression.
FR100925,recherchées,EVENT,Non annoté,Indéterminé,Aucun,Les infections à EBV doivent être recherchées devant tout tableau d'hépatite aiguë fébrile survenant sur un terrain d'immunodépression.
FR100925,tableau,EVENT,Non annoté,Indéterminé,Aucun,Les infections à EBV doivent être recherchées devant tout tableau d'hépatite aiguë fébrile survenant sur un terrain d'immunodépression.
FR100925,terrain,EVENT,Non annoté,Indéterminé,Aucun,Les infections à EBV doivent être recherchées devant tout tableau d'hépatite aiguë fébrile survenant sur un terrain d'immunodépression.
FR100925,cytolyse,EVENT,Non annoté,Indéterminé,Aucun,"Les praticiens devront également être alarmés à une cytolyse persistante après l'épisode infectieux afin de guetter un déclenchement d'une éventuelle HAI notamment chez le sexe féminin, en cas de contexte d'auto-immunité et devant la négativité des sérologies infectieuses virales alphabétiques."
FR100925,guetter,EVENT,Non annoté,Indéterminé,Aucun,"Les praticiens devront également être alarmés à une cytolyse persistante après l'épisode infectieux afin de guetter un déclenchement d'une éventuelle HAI notamment chez le sexe féminin, en cas de contexte d'auto-immunité et devant la négativité des sérologies infectieuses virales alphabétiques."
FR100925,déclenchement,EVENT,Non annoté,Indéterminé,Aucun,"Les praticiens devront également être alarmés à une cytolyse persistante après l'épisode infectieux afin de guetter un déclenchement d'une éventuelle HAI notamment chez le sexe féminin, en cas de contexte d'auto-immunité et devant la négativité des sérologies infectieuses virales alphabétiques."
FR100925,HAI,EVENT,Non annoté,Indéterminé,Aucun,"Les praticiens devront également être alarmés à une cytolyse persistante après l'épisode infectieux afin de guetter un déclenchement d'une éventuelle HAI notamment chez le sexe féminin, en cas de contexte d'auto-immunité et devant la négativité des sérologies infectieuses virales alphabétiques."
FR100925,sexe,EVENT,Non annoté,Indéterminé,Aucun,"Les praticiens devront également être alarmés à une cytolyse persistante après l'épisode infectieux afin de guetter un déclenchement d'une éventuelle HAI notamment chez le sexe féminin, en cas de contexte d'auto-immunité et devant la négativité des sérologies infectieuses virales alphabétiques."
FR100925,contexte,EVENT,Non annoté,Indéterminé,Aucun,"Les praticiens devront également être alarmés à une cytolyse persistante après l'épisode infectieux afin de guetter un déclenchement d'une éventuelle HAI notamment chez le sexe féminin, en cas de contexte d'auto-immunité et devant la négativité des sérologies infectieuses virales alphabétiques."
FR100925,négativité,EVENT,Non annoté,Indéterminé,Aucun,"Les praticiens devront également être alarmés à une cytolyse persistante après l'épisode infectieux afin de guetter un déclenchement d'une éventuelle HAI notamment chez le sexe féminin, en cas de contexte d'auto-immunité et devant la négativité des sérologies infectieuses virales alphabétiques."
FR100925,carcinome mammaire,CLINENTITY,Non annoté,Indéterminé,Aucun,"Patiente âgée de 29 ans, suivie pour un carcinome mammaire prévu pour radio-chimiothérapie, hospitalisée au service pour une hépatite aiguë grave (ictère fébrile, hyper-transaminasémie avec ASAT à 47 la normale et ALAT à 23 la normale et un taux de prothrombine à 25%)."
FR100925,hépatite aiguë,CLINENTITY,Non annoté,Indéterminé,Aucun,"Patiente âgée de 29 ans, suivie pour un carcinome mammaire prévu pour radio-chimiothérapie, hospitalisée au service pour une hépatite aiguë grave (ictère fébrile, hyper-transaminasémie avec ASAT à 47 la normale et ALAT à 23 la normale et un taux de prothrombine à 25%)."
FR100925,fébrile,CLINENTITY,Non annoté,Indéterminé,Aucun,"Patiente âgée de 29 ans, suivie pour un carcinome mammaire prévu pour radio-chimiothérapie, hospitalisée au service pour une hépatite aiguë grave (ictère fébrile, hyper-transaminasémie avec ASAT à 47 la normale et ALAT à 23 la normale et un taux de prothrombine à 25%)."
FR100925,hyper-transaminasémie,CLINENTITY,Non annoté,Indéterminé,Aucun,"Patiente âgée de 29 ans, suivie pour un carcinome mammaire prévu pour radio-chimiothérapie, hospitalisée au service pour une hépatite aiguë grave (ictère fébrile, hyper-transaminasémie avec ASAT à 47 la normale et ALAT à 23 la normale et un taux de prothrombine à 25%)."
FR100925,"hépatites virales A, B, C et E",CLINENTITY,Non annoté,Indéterminé,Aucun,"Les hépatites virales A, B, C et E étaient négatives et les veines sus-hépatiques étaient libres au Doppler."
