id_CR,doc,mention_id,Longueur,nature_premier_maillon,FS_premier_maillon,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18
FR100882_CHAINE_c73,FR100882,c73,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c75,FR100882,c75,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c74,FR100882,c74,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c68,FR100882,c68,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c76,FR100882,c76,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c77,FR100882,c77,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c79,FR100882,c79,2,SN∅,autre,SN∅,SN∅,,,,,,,,,,,,,,,,
FR100882_CHAINE_c78,FR100882,c78,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c80,FR100882,c80,2,SN∅,autre,SN∅,SN∅,,,,,,,,,,,,,,,,
FR100882_CHAINE_c81,FR100882,c81,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c82,FR100882,c82,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c83,FR100882,c83,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c85,FR100882,c85,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c87,FR100882,c87,2,SNind,autre,SNind,SNdef,,,,,,,,,,,,,,,,
FR100882_CHAINE_c86,FR100882,c86,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c84,FR100882,c84,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c89,FR100882,c89,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c88,FR100882,c88,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c90,FR100882,c90,3,SNind,Suj,SNind,SN∅,Pro,,,,,,,,,,,,,,,
FR100882_CHAINE_c91,FR100882,c91,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c93,FR100882,c93,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c92,FR100882,c92,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c94,FR100882,c94,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c95,FR100882,c95,1,Pro,Suj,Pro,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c97,FR100882,c97,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c96,FR100882,c96,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c98,FR100882,c98,2,SNind,autre,SNind,SN∅,,,,,,,,,,,,,,,,
FR100882_CHAINE_c99,FR100882,c99,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c101,FR100882,c101,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c100,FR100882,c100,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c102,FR100882,c102,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c103,FR100882,c103,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c105,FR100882,c105,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c106,FR100882,c106,1,Np,autre,Np,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c104,FR100882,c104,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c107,FR100882,c107,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c108,FR100882,c108,1,SN∅,OD,SN∅,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c109,FR100882,c109,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c111,FR100882,c111,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c112,FR100882,c112,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c110,FR100882,c110,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c114,FR100882,c114,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c113,FR100882,c113,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c116,FR100882,c116,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c115,FR100882,c115,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c119,FR100882,c119,2,SNdef,autre,SNdef,SNdef,,,,,,,,,,,,,,,,
FR100882_CHAINE_c118,FR100882,c118,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c117,FR100882,c117,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c120,FR100882,c120,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c122,FR100882,c122,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c121,FR100882,c121,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c123,FR100882,c123,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c125,FR100882,c125,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100882_CHAINE_c124,FR100882,c124,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c2,FR100883,c2,1,SNnum,Obl,SNnum,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c1,FR100883,c1,5,Pro,Suj,Pro,Poss,SN∅,Poss,Poss,,,,,,,,,,,,,
FR100883_CHAINE_c3,FR100883,c3,1,SNnum,Obl,SNnum,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c4,FR100883,c4,1,Poss,Obl,Poss,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c7,FR100883,c7,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c6,FR100883,c6,2,SNdef,autre,SNdef,SNdef,,,,,,,,,,,,,,,,
FR100883_CHAINE_c5,FR100883,c5,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c8,FR100883,c8,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c9,FR100883,c9,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c11,FR100883,c11,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c10,FR100883,c10,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c12,FR100883,c12,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c14,FR100883,c14,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c15,FR100883,c15,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c13,FR100883,c13,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c16,FR100883,c16,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c18,FR100883,c18,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c17,FR100883,c17,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c19,FR100883,c19,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c20,FR100883,c20,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c21,FR100883,c21,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c22,FR100883,c22,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c23,FR100883,c23,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c25,FR100883,c25,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c26,FR100883,c26,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c24,FR100883,c24,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c27,FR100883,c27,1,Poss,autre,Poss,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c29,FR100883,c29,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c28,FR100883,c28,1,SNnum,OD,SNnum,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c30,FR100883,c30,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c31,FR100883,c31,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c32,FR100883,c32,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c33,FR100883,c33,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c34,FR100883,c34,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c36,FR100883,c36,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c35,FR100883,c35,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c37,FR100883,c37,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c39,FR100883,c39,1,Poss,autre,Poss,,,,,,,,,,,,,,,,,
FR100883_CHAINE_c38,FR100883,c38,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c1,FR100894,c1,3,Pro,Suj,Pro,Pro,Pro,,,,,,,,,,,,,,,
FR100894_CHAINE_c4,FR100894,c4,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c3,FR100894,c3,16,SNind,autre,SNind,SNdef,Poss,Pro,SNdef,SNdef,SNdef,Poss,SNdef,SNdef,Poss,Pro,SNdef,SNdef,Poss,SNdef,,
FR100894_CHAINE_c6,FR100894,c6,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c5,FR100894,c5,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c2,FR100894,c2,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c7,FR100894,c7,2,Poss,Obl,Poss,SNdef,,,,,,,,,,,,,,,,
FR100894_CHAINE_c8,FR100894,c8,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c10,FR100894,c10,2,SNdef,autre,SNdef,SNdef,,,,,,,,,,,,,,,,
FR100894_CHAINE_c9,FR100894,c9,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c12,FR100894,c12,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c11,FR100894,c11,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c14,FR100894,c14,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c15,FR100894,c15,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c13,FR100894,c13,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c16,FR100894,c16,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c17,FR100894,c17,2,SNdef,Obl,SNdef,SNdef,,,,,,,,,,,,,,,,
FR100894_CHAINE_c18,FR100894,c18,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c21,FR100894,c21,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c20,FR100894,c20,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c19,FR100894,c19,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c22,FR100894,c22,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c23,FR100894,c23,4,SNind,Suj,SNind,SN∅,Pro,SNdef,,,,,,,,,,,,,,
FR100894_CHAINE_c25,FR100894,c25,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c24,FR100894,c24,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c27,FR100894,c27,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c26,FR100894,c26,2,SNind,OD,SNind,SNind,,,,,,,,,,,,,,,,
FR100894_CHAINE_c29,FR100894,c29,4,Poss,autre,Poss,SNdef,SNdef,Poss,,,,,,,,,,,,,,
FR100894_CHAINE_c28,FR100894,c28,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c30,FR100894,c30,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c31,FR100894,c31,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c33,FR100894,c33,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c32,FR100894,c32,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c34,FR100894,c34,1,SNnum,Obl,SNnum,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c35,FR100894,c35,1,Poss,Obl,Poss,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c36,FR100894,c36,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c38,FR100894,c38,5,SNdef,autre,SNdef,SNdef,SNdef,SNdef,SNdef,,,,,,,,,,,,,
FR100894_CHAINE_c37,FR100894,c37,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c39,FR100894,c39,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c40,FR100894,c40,2,SNdef,Obl,SNdef,SNdef,,,,,,,,,,,,,,,,
FR100894_CHAINE_c41,FR100894,c41,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c43,FR100894,c43,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c42,FR100894,c42,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c44,FR100894,c44,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c46,FR100894,c46,2,SN∅,autre,SN∅,SNdef,,,,,,,,,,,,,,,,
FR100894_CHAINE_c45,FR100894,c45,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c48,FR100894,c48,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c47,FR100894,c47,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c49,FR100894,c49,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c52,FR100894,c52,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c51,FR100894,c51,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c50,FR100894,c50,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c53,FR100894,c53,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c55,FR100894,c55,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c54,FR100894,c54,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c56,FR100894,c56,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c57,FR100894,c57,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c58,FR100894,c58,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c60,FR100894,c60,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c61,FR100894,c61,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c59,FR100894,c59,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c62,FR100894,c62,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c63,FR100894,c63,2,SNdef,Suj,SNdef,Pro,,,,,,,,,,,,,,,,
FR100894_CHAINE_c65,FR100894,c65,4,SNdef,autre,SNdef,SNdef,SNdef,SNdef,,,,,,,,,,,,,,
FR100894_CHAINE_c64,FR100894,c64,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c66,FR100894,c66,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c67,FR100894,c67,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c68,FR100894,c68,1,Poss,Obl,Poss,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c69,FR100894,c69,2,SNind,Suj,SNind,SNdef,,,,,,,,,,,,,,,,
FR100894_CHAINE_c70,FR100894,c70,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c72,FR100894,c72,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c71,FR100894,c71,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c73,FR100894,c73,2,SNind,Suj,SNind,SNdef,,,,,,,,,,,,,,,,
FR100894_CHAINE_c74,FR100894,c74,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c75,FR100894,c75,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c76,FR100894,c76,2,SNdef,Suj,SNdef,Poss,,,,,,,,,,,,,,,,
FR100894_CHAINE_c78,FR100894,c78,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c77,FR100894,c77,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c80,FR100894,c80,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c79,FR100894,c79,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c81,FR100894,c81,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c82,FR100894,c82,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c84,FR100894,c84,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c83,FR100894,c83,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c85,FR100894,c85,2,SNnum,Obl,SNnum,SNnum,,,,,,,,,,,,,,,,
FR100894_CHAINE_c86,FR100894,c86,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c88,FR100894,c88,1,Autre,Obl,Autre,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c87,FR100894,c87,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c91,FR100894,c91,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c90,FR100894,c90,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c89,FR100894,c89,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c92,FR100894,c92,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c93,FR100894,c93,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c94,FR100894,c94,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c95,FR100894,c95,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c96,FR100894,c96,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c98,FR100894,c98,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c99,FR100894,c99,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c100,FR100894,c100,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100894_CHAINE_c97,FR100894,c97,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c1,FR100903,c1,2,SN∅,autre,SN∅,SNdef,,,,,,,,,,,,,,,,
FR100903_CHAINE_c2,FR100903,c2,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c4,FR100903,c4,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c5,FR100903,c5,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c7,FR100903,c7,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c6,FR100903,c6,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c8,FR100903,c8,1,Np,autre,Np,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c3,FR100903,c3,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c10,FR100903,c10,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c9,FR100903,c9,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c11,FR100903,c11,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c13,FR100903,c13,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c14,FR100903,c14,3,SNdef,autre,SNdef,SNdef,SNdef,,,,,,,,,,,,,,,
FR100903_CHAINE_c15,FR100903,c15,2,SNind,autre,SNind,SNdef,,,,,,,,,,,,,,,,
FR100903_CHAINE_c16,FR100903,c16,4,SNind,autre,SNind,SN∅,Pro,SNind,,,,,,,,,,,,,,
FR100903_CHAINE_c17,FR100903,c17,2,SNind,autre,SNind,SNind,,,,,,,,,,,,,,,,
FR100903_CHAINE_c12,FR100903,c12,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c19,FR100903,c19,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c18,FR100903,c18,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c20,FR100903,c20,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c23,FR100903,c23,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c22,FR100903,c22,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c25,FR100903,c25,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c24,FR100903,c24,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c21,FR100903,c21,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c27,FR100903,c27,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c26,FR100903,c26,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c28,FR100903,c28,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c29,FR100903,c29,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c31,FR100903,c31,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c30,FR100903,c30,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c32,FR100903,c32,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c33,FR100903,c33,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c34,FR100903,c34,3,Pro,Suj,Pro,Pro,Pro,,,,,,,,,,,,,,,
FR100903_CHAINE_c36,FR100903,c36,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c35,FR100903,c35,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c37,FR100903,c37,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c38,FR100903,c38,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c39,FR100903,c39,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c41,FR100903,c41,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c42,FR100903,c42,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c40,FR100903,c40,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c43,FR100903,c43,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c44,FR100903,c44,2,SNdef,Obl,SNdef,SNdef,,,,,,,,,,,,,,,,
FR100903_CHAINE_c45,FR100903,c45,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c46,FR100903,c46,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c48,FR100903,c48,2,SNdef,autre,SNdef,SNind,,,,,,,,,,,,,,,,
FR100903_CHAINE_c47,FR100903,c47,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c50,FR100903,c50,2,SNdef,Suj,SNdef,SNind,,,,,,,,,,,,,,,,
FR100903_CHAINE_c51,FR100903,c51,2,SNdef,autre,SNdef,SN∅,,,,,,,,,,,,,,,,
FR100903_CHAINE_c49,FR100903,c49,2,SNdef,Suj,SNdef,Pro,,,,,,,,,,,,,,,,
FR100903_CHAINE_c54,FR100903,c54,2,SNdef,autre,SNdef,SNind,,,,,,,,,,,,,,,,
FR100903_CHAINE_c53,FR100903,c53,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c52,FR100903,c52,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c55,FR100903,c55,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c56,FR100903,c56,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c58,FR100903,c58,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c57,FR100903,c57,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c60,FR100903,c60,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c59,FR100903,c59,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100903_CHAINE_c62,FR100903,c62,3,SNdef,autre,SNdef,Pro,SNdef,,,,,,,,,,,,,,,
